time,temperature_2m_max (°F),temperature_2m_min (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),precipitation_sum (inch),rain_sum (inch),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h)
1/20/2016,59.7,45.6,59.1,43.2,0,0,5.6,11.4
1/21/2016,64.6,42.4,62.2,39.7,0,0,4.5,11.9
1/22/2016,58,46.4,55.7,41.9,0.091,0.091,8.4,15.4
1/23/2016,58.3,46.6,54.1,42.8,0.425,0.425,8.7,19.7
1/24/2016,57.1,42,53.6,37.6,0,0,7.6,19.5
1/25/2016,58.1,41.9,55.5,38.1,0,0,4.8,12.8
1/26/2016,60.9,38.3,59.3,34.2,0,0,3.8,9.8
1/27/2016,60.3,42.1,58.4,38.9,0,0,4.1,9.6
1/28/2016,59.2,37.8,55.2,34,0,0,7.7,15.7
1/29/2016,63.6,44,62.9,41.3,0,0,3.6,11.4
1/30/2016,55.6,48.7,51.8,46.3,0.154,0.154,7.3,15.7
1/31/2016,51.2,42.4,49,33.6,0.776,0.776,16.5,32.4
2/1/2016,53.5,36.6,45.4,29.6,0,0,11.7,25.1
2/2/2016,48.3,31.4,43,25.3,0,0,5.2,10.7
2/3/2016,54.2,33.1,49.7,27.9,0,0,4.9,12.8
2/4/2016,56.7,33.9,53.2,29.1,0,0,5.3,14.3
2/5/2016,61.8,39,59.7,35.1,0,0,5.7,9.6
2/6/2016,62.3,36.8,59.3,32,0,0,5.2,13.4
2/7/2016,65.5,39.1,63.8,34.5,0,0,5.4,10.1
2/8/2016,69.1,40.6,68.2,35.5,0,0,5.6,11.9
2/9/2016,72.2,41.2,71.9,36.5,0,0,5.3,8.1
2/10/2016,70.4,44.6,69.5,41.2,0,0,5.2,12.5
2/11/2016,71.7,43.9,72,40.7,0,0,4.1,8.5
2/12/2016,68.5,44.3,66.5,41.9,0,0,6.2,13.9
2/13/2016,67.3,47.6,66.1,46.3,0,0,6,16.1
2/14/2016,65.2,48.9,63.6,47.2,0,0,4,12.5
2/15/2016,71.5,46.4,72,43.5,0,0,5.4,11.6
2/16/2016,74.7,47.6,75.1,45.9,0,0,5.6,10.7
2/17/2016,65.5,53.5,62.6,50.4,0.035,0.035,12.8,29.3
2/18/2016,61.9,47.1,58.5,44,0.331,0.331,12,29.3
2/19/2016,64.6,42,60.7,38,0,0,7.9,17
2/20/2016,62.9,42.9,60.9,39.1,0,0,5.5,14.5
2/21/2016,64.6,42.3,62.2,38.6,0,0,7.2,15.4
2/22/2016,66.1,44,63.2,40,0,0,6.1,16.6
2/23/2016,70.6,41.9,68.2,37.9,0,0,4.3,11.6
2/24/2016,73.8,44.2,71.8,40.5,0,0,6.1,11.6
2/25/2016,73.7,44.8,72.8,41.9,0,0,5.5,10.3
2/26/2016,76.7,46.1,75.8,43.1,0,0,7.3,17.9
2/27/2016,71.5,51,69.4,48.2,0,0,8.5,16.1
2/28/2016,66.5,49.2,63.4,46.5,0,0,8.1,15.2
2/29/2016,71.2,47.5,69.1,45.2,0,0,6.2,14.1
3/1/2016,78.2,47.3,76.6,44.6,0,0,5.5,11.2
3/2/2016,76.4,49.9,73.8,47.8,0,0,4.9,12.1
3/3/2016,72.1,48.9,69.8,47.1,0,0,7.5,15.4
3/4/2016,72.8,49.9,70.9,47.9,0.079,0.079,6.1,14.1
3/5/2016,62.8,56.8,62.2,52.9,0.902,0.902,13.1,33.3
3/6/2016,61.4,50,59.6,46.5,0.677,0.677,11.7,33.1
3/7/2016,55.4,45.7,53.8,42.1,0.732,0.732,11.5,24.4
3/8/2016,61.1,43.9,58.3,40.4,0,0,6.8,18.3
3/9/2016,66.4,42.6,65.4,39.2,0,0,4.6,13.2
3/10/2016,75.5,47.5,74.1,44.2,0,0,7.8,13.9
3/11/2016,60.2,47.8,56.7,45.5,0.591,0.591,6.6,18.8
3/12/2016,61.2,49.3,58.4,46.7,0.051,0.051,4.4,12.5
3/13/2016,59.4,50.2,57.2,47,0.291,0.291,8.1,15.9
3/14/2016,64.1,49,60.1,44.5,0.016,0.016,12.7,28.9
3/15/2016,65.2,43.2,62.8,39.6,0,0,7.9,19.2
3/16/2016,69.2,48.4,68.8,44.4,0,0,5.5,14.3
3/17/2016,74.5,48.4,76.5,46.5,0,0,5.3,10.7
3/18/2016,75.1,49.5,75.9,47.7,0,0,5.7,15.7
3/19/2016,74.4,49.8,76.1,47.7,0,0,4.8,11.6
3/20/2016,74.9,51.5,77.9,49.8,0,0,6.1,11.9
3/21/2016,64.3,55.1,61.6,52.1,0.031,0.031,6.5,16.1
3/22/2016,62.1,48,54.9,43.2,0.008,0.008,14.8,29.5
3/23/2016,65.5,46.9,63.7,43,0,0,6,16.1
3/24/2016,70.7,47.8,68.7,44.1,0,0,8.2,19.9
3/25/2016,70.7,50.8,69.2,48.8,0,0,9.2,19.9
3/26/2016,72.9,52.6,72.3,50.6,0,0,6,15
3/27/2016,76.3,47.6,77.1,44.8,0,0,9.6,20.4
3/28/2016,59.1,48.1,52.7,43.8,0.043,0.043,11.8,27.7
3/29/2016,62.5,41.8,60.9,36.9,0,0,6.5,14.5
3/30/2016,68,42.5,64.9,37.3,0,0,5.2,17
3/31/2016,71.4,48.7,69.6,45.8,0,0,7,17.2
4/1/2016,76.1,49.3,75.8,46.8,0,0,5.7,12.8
4/2/2016,82.1,50.7,82.8,49.4,0,0,5,11.2
4/3/2016,82.6,54.3,84.2,53.1,0,0,7.9,18.1
4/4/2016,81.9,55.9,78.9,51.8,0,0,11.3,23.7
4/5/2016,83.2,52.9,81.9,49.8,0,0,5.7,16.6
4/6/2016,91.9,53.6,91.5,50.4,0,0,5.2,16.3
4/7/2016,84.6,61.3,83,59.8,0,0,5.5,17.2
4/8/2016,77.5,59.1,77,58.5,0.224,0.224,4.9,18.6
4/9/2016,64.3,57.6,63.5,56.4,1.106,1.106,9.5,15.7
4/10/2016,67.3,54,66,53.7,0,0,7,15
4/11/2016,70.9,53.2,69.9,51.4,0,0,5.3,10.5
4/12/2016,71.9,52.8,70.3,51,0,0,8.8,21.5
4/13/2016,71.2,51.8,70,48.5,0,0,9.5,22.4
4/14/2016,69.3,50,63.6,44.4,0,0,14.7,30.4
4/15/2016,71.9,48.6,66.5,42.3,0,0,13.2,31.3
4/16/2016,78,46.1,77.6,41.4,0,0,5.7,13.6
4/17/2016,87.1,49.7,85.9,46.2,0,0,5.7,14.3
4/18/2016,88.8,56.5,89.3,53.8,0,0,5.4,13
4/19/2016,90.1,57.7,90.3,56,0,0,3.8,11.2
4/20/2016,87.1,59.8,84.6,56.4,0,0,5.6,13.4
4/21/2016,86.5,56.3,84,53.7,0,0,7.1,21.7
4/22/2016,75.4,53.4,71.2,51.3,0.299,0.299,13.1,31.3
4/23/2016,71.5,50.1,68.4,45.9,0,0,9.8,22.8
4/24/2016,73.6,52.2,71.2,48.3,0,0,11.5,25.7
4/25/2016,66.4,50.3,59.4,44,0,0,12.7,29.8
4/26/2016,72.7,50.2,68.9,45.6,0,0,9,19.5
4/27/2016,72.6,52,72,46.3,0.055,0.055,10.4,29.1
4/28/2016,72.9,49.1,68.8,46.3,0,0,7.1,18.6
4/29/2016,79,50.2,77.5,48,0,0,8.6,19.9
4/30/2016,79.6,55.1,77.1,51,0,0,9.6,19.5
5/1/2016,84.8,52.5,85.5,49.5,0.012,0.012,7.1,15.2
5/2/2016,87,62.6,87.2,59.3,0,0,5.6,11.9
5/3/2016,87.2,59.5,85.7,57.9,0,0,5.2,11.4
5/4/2016,83.7,63.3,82.9,63.6,0,0,7.5,15.7
5/5/2016,72.6,57.7,70.7,58.1,0.35,0.35,6.7,16.6
5/6/2016,70.7,55.7,69,56.4,0.079,0.079,6.6,16.6
5/7/2016,70.5,57,67.8,57,0,0,6.5,15.7
5/8/2016,73,54.2,70.8,52.8,0,0,6,13.2
5/9/2016,82.5,57.3,84.1,56.4,0,0,7.7,17.4
5/10/2016,85.4,58.1,85.5,57.6,0,0,7.3,18.6
5/11/2016,91.2,60.1,92.6,60.3,0,0,6.7,16.6
5/12/2016,96.4,63.6,97.8,63.1,0,0,7.1,14.1
5/13/2016,93.4,64.2,94.9,64.4,0.008,0.008,13.6,29.1
5/14/2016,82.6,58.7,78.4,53.7,0,0,11.8,25.7
5/15/2016,82.6,58.2,79.9,55.3,0,0,11.3,26.4
5/16/2016,85.7,58.8,82.9,56.3,0,0,9.6,23.5
5/17/2016,90.4,62.9,90.6,61.5,0,0,5.8,16.3
5/18/2016,95.2,63.8,93.8,61.5,0,0,7.3,18.1
5/19/2016,93.2,63.7,92.7,57,0,0,15.9,32.4
5/20/2016,74.9,56,69.5,49.4,0,0,13.5,28
5/21/2016,74.1,51.2,70.8,46.6,0,0,13.3,30.9
5/22/2016,77.3,52.7,75,47.9,0,0,11,22.6
5/23/2016,78.7,54.4,75.7,49.9,0,0,10.7,24.2
5/24/2016,77.1,56.1,75.8,52.9,0.028,0.028,9.6,19.7
5/25/2016,80.1,56.2,77.9,52.6,0.004,0.004,9.5,24.2
5/26/2016,84.2,57.8,84.1,55.2,0,0,7.7,21
5/27/2016,90.3,60.8,89.3,60.2,0,0,8.1,19
5/28/2016,92.5,64.2,91.7,62.8,0,0,5.9,15.7
5/29/2016,95.4,68.7,94.2,67,0,0,9.3,18.1
5/30/2016,97.8,66.1,95,64.4,0,0,9.4,19.2
5/31/2016,101.6,70.5,100.5,69.4,0,0,6.8,17
6/1/2016,104,69.7,102.5,69,0,0,6.6,19.5
6/2/2016,103.3,70,101.7,68.3,0,0,7.8,19.7
6/3/2016,104.2,71.2,101.6,69.8,0,0,6.5,16.1
6/4/2016,106.7,72.3,106.1,70.1,0,0,5.5,18.1
6/5/2016,103.2,71.2,102.1,69.8,0,0,9.6,23.3
6/6/2016,102.2,71.2,100.4,68.7,0,0,8.2,20.4
6/7/2016,101.2,72.7,100.1,71.9,0,0,10.1,22.6
6/8/2016,97.2,68.8,94.7,66.6,0,0,10.8,23.3
6/9/2016,93.6,65.3,91.4,62.3,0,0,10,21
6/10/2016,89.9,67.7,85.2,64.3,0,0,10.1,22.6
6/11/2016,88.2,65.5,83.8,61.2,0.004,0.004,8.1,17.7
6/12/2016,88.7,66.1,87.1,66.1,0.008,0.008,6.7,15.4
6/13/2016,93.8,70.1,93.6,64.7,0,0,11.9,23.9
6/14/2016,87,61.5,82.3,57,0,0,13.6,25.9
6/15/2016,80.1,56.7,76,50.9,0,0,11.8,27.3
6/16/2016,84.3,56.5,81.9,51.5,0,0,11.4,23
6/17/2016,89.8,62.2,89.9,60,0,0,8.1,15
6/18/2016,91.3,64.4,89.8,61.8,0,0,9.3,21.3
6/19/2016,99.7,67.1,97.6,63.8,0,0,7.9,16.8
6/20/2016,103.2,72.2,100.4,69,0,0,10.7,23
6/21/2016,105.3,72,101.3,67.5,0,0,8.2,19.7
6/22/2016,103.4,72.9,99,68.9,0,0,10.4,23.9
6/23/2016,100.3,69.1,94.4,64.5,0,0,11,24.8
6/24/2016,96.4,68.6,92.4,65.9,0,0,12.3,25.9
6/25/2016,101.1,69.3,98.7,67.2,0,0,7.6,20.4
6/26/2016,105.3,70.2,102.9,67.5,0,0,9.5,21
6/27/2016,107.2,71.9,103.6,68.6,0,0,10.1,23.7
6/28/2016,106.8,75.6,104.9,73.2,0,0,9.6,19.2
6/29/2016,106,76.5,103.2,75.2,0,0,9.5,20.8
6/30/2016,102.7,70.5,101.5,69,0,0,7,17.4
7/1/2016,104.6,74.7,106.5,74.3,0,0,6.7,15.7
7/2/2016,102.7,77.9,103.7,77.5,0,0,7.9,18.3
7/3/2016,102.4,73.9,101.9,73.4,0,0,8.5,20.4
7/4/2016,100.8,72.5,97.9,72,0,0,9.8,22.4
7/5/2016,99.2,71.6,97.2,70,0,0,8.9,20.6
7/6/2016,97,68.3,94.4,66.3,0,0,11.9,22.6
7/7/2016,95.2,67.5,93.3,65.3,0,0,9.7,20.4
7/8/2016,95.4,67.3,93.9,64.8,0,0,10.5,20.4
7/9/2016,96.1,70,94,68.1,0,0,12.4,29.3
7/10/2016,90.9,65.2,85.6,60,0,0,12.7,26.8
7/11/2016,95,65,92.4,62.8,0,0,8,19.7
7/12/2016,97.1,67.7,92.5,65.3,0,0,9.9,23.3
7/13/2016,101,68.1,99.3,65.5,0,0,7.3,18.8
7/14/2016,105.3,72.2,103.2,70.8,0,0,8.1,17.2
7/15/2016,104.7,73.6,103.7,71.7,0,0,7.2,17.2
7/16/2016,102.4,77,102.7,76.1,0,0,7,16.8
7/17/2016,100.6,72.7,101.5,72.1,0,0,9.9,19.9
7/18/2016,95.8,67.3,94.2,65,0,0,10,19
7/19/2016,96.8,67.4,95.1,65.5,0,0,8.7,19.5
7/20/2016,99.7,69.1,98.3,66.3,0,0,7.9,18.8
7/21/2016,101.4,71.2,98.7,68.2,0,0,10.1,23.5
7/22/2016,101.9,69.4,97.1,66,0,0,11.2,24.8
7/23/2016,104,69.8,100.1,66.8,0,0,9.2,22.8
7/24/2016,106.5,72,105.3,69.5,0,0,4.9,14.3
7/25/2016,106.1,77.2,106.3,75.9,0,0,6,14.3
7/26/2016,108,76.1,107.9,75.1,0,0,6,17.9
7/27/2016,110.5,77.1,108.5,74.8,0,0,8.7,20.1
7/28/2016,108.5,80,108,77.2,0,0,9,19
7/29/2016,110.3,79.6,110,77.8,0,0,7.4,17.9
7/30/2016,109.6,79.1,109,78,0,0,7,16.6
7/31/2016,105.1,78.9,105.9,78,0,0,8.1,16.3
8/1/2016,103.3,76,104.3,75.8,0,0,8.1,18.8
8/2/2016,102.3,74.6,102.1,73.8,0,0,9.2,22.4
8/3/2016,103.8,72.7,100.6,71.8,0,0,7.9,21.3
8/4/2016,99.8,71.5,97.3,69.5,0,0,9.2,18.1
8/5/2016,95.4,65.9,94.7,64.2,0,0,9,19.9
8/6/2016,97.3,67.3,95.8,66.9,0,0,10.6,20.4
8/7/2016,96.9,67.1,93.1,64.3,0,0,9.3,21.9
8/8/2016,98.5,67.1,95.8,65.1,0,0,8.9,17.2
8/9/2016,97.2,68.2,97,66.7,0,0,7.3,15
8/10/2016,98.4,72.7,98.5,72.5,0,0,5.2,15.9
8/11/2016,99.9,70.1,99.7,69.4,0,0,6.7,17.7
8/12/2016,102.8,71.3,102.5,70.9,0,0,7.6,19.5
8/13/2016,105.2,72.9,103.4,71.4,0,0,8.4,18.8
8/14/2016,107,75.4,106.6,73.9,0,0,7,15.4
8/15/2016,102.4,75,103.5,73.4,0,0,8.5,16.3
8/16/2016,102.4,72.8,102.4,72.4,0,0,7,17.7
8/17/2016,103.8,73.3,103.9,72.8,0,0,5.6,14.8
8/18/2016,104.1,75.8,105,75.4,0,0,5.9,17.9
8/19/2016,102.2,74.3,103.2,74.8,0,0,6.4,17.4
8/20/2016,100.8,73.6,100.7,73.5,0,0,6.8,20.8
8/21/2016,99.5,73.4,97.7,71.9,0,0,10.1,20.4
8/22/2016,98,71.8,97.7,70.4,0,0,9.1,21.7
8/23/2016,98.3,71.6,95.5,70.7,0,0,8.1,21.7
8/24/2016,98.4,69.6,96.3,69.1,0,0,7.4,21
8/25/2016,97.3,67.3,94.8,65.5,0,0,6.6,17.4
8/26/2016,94.8,67.9,95.1,67.7,0,0,9.1,20.1
8/27/2016,92.5,66.8,91.9,67,0,0,7.7,17.4
8/28/2016,96.1,67.9,95,67.5,0,0,8.5,19.9
8/29/2016,97.9,67,95.2,67.7,0,0,8.7,21.3
8/30/2016,97.7,67.9,94.4,66.6,0,0,9.9,21.5
8/31/2016,95.8,68.8,95.3,67.4,0,0,10.6,21.7
9/1/2016,94.8,66.4,93.5,64.9,0,0,10.4,20.8
9/2/2016,95.3,66.2,94.2,65,0,0,8.8,19
9/3/2016,92.1,67.4,90.7,64,0,0,13.1,26.6
9/4/2016,84.4,59.7,81,57.1,0,0,8.3,20.6
9/5/2016,87.6,60.9,86.3,59.5,0,0,8.2,20.6
9/6/2016,94.8,65.5,92.5,63.6,0,0,6.8,19.5
9/7/2016,98,65,95.9,62.2,0,0,5.8,13.9
9/8/2016,97.3,68.2,94.7,66.4,0,0,8.4,21.7
9/9/2016,97.1,66.6,95.5,66.2,0,0,6.8,17.4
9/10/2016,98.5,68.6,96.8,67.9,0,0,6.5,15.7
9/11/2016,95.9,69.6,94.5,68.3,0,0,8.1,19.2
9/12/2016,90.6,65.7,89.9,59.9,0,0,11.1,22.8
9/13/2016,77.6,56.4,73.7,53.8,0,0,8.7,19.5
9/14/2016,83.7,60.7,81.2,57.2,0,0,5.9,16.3
9/15/2016,89.3,60.8,86.8,59,0,0,7.1,18.1
9/16/2016,92.8,62,89.1,60.2,0,0,6.8,19.5
9/17/2016,97.7,64.6,94.9,62.3,0,0,5.9,18.1
9/18/2016,101.1,66.3,98.3,63,0,0,5.8,13.4
9/19/2016,105.3,70,102.2,65.5,0,0,7,14.5
9/20/2016,97.6,71.4,96.9,70.4,0,0,6.6,15
9/21/2016,91.2,66.7,86.7,58,0,0,13,27.1
9/22/2016,75.8,56.9,70.1,51.5,0,0,12.7,26.6
9/23/2016,81.3,60.2,77.4,56.5,0,0,6.7,18.8
9/24/2016,87.2,56.8,85.2,52.6,0,0,4.9,12.5
9/25/2016,97.7,59.5,94.4,56.7,0,0,5.6,15.2
9/26/2016,100.4,63.7,96.6,58.7,0,0,5.7,15.7
9/27/2016,100.3,63.7,96.3,59.1,0,0,4.8,15.2
9/28/2016,99.9,68.1,96.5,62.6,0,0,7,14.3
9/29/2016,96,71.2,94.1,68.9,0,0,5.8,14.1
9/30/2016,90.9,64.6,88.8,59.4,0,0,12.9,25.3
10/1/2016,79.9,58.3,74.5,53.1,0,0,11.1,23
10/2/2016,74.5,57,68.6,52.5,0,0,12,24.8
10/3/2016,68.8,54.7,65,51.6,0,0,10,21.5
10/4/2016,75.6,52.3,71.8,48.4,0,0,9.1,23.3
10/5/2016,77.1,53.4,70.6,50.8,0,0,9.6,23.9
10/6/2016,80.8,54.3,76.8,49.8,0,0,5.2,16.3
10/7/2016,86.4,55.6,81.2,51.8,0,0,5.5,14.8
10/8/2016,91.2,59.3,87.3,55.3,0,0,4.4,12.8
10/9/2016,93.4,61.5,88.6,55.8,0,0,5.3,11.9
10/10/2016,90.4,59.5,86.6,55.5,0,0,5,15
10/11/2016,83.3,57.9,80.4,55.3,0,0,7.3,17.2
10/12/2016,81.7,57.5,78.5,55.5,0,0,6.2,18.1
10/13/2016,81.7,57.8,79,56.4,0,0,5,13.9
10/14/2016,84.8,61.5,82.1,59.1,0.004,0.004,7.6,17
10/15/2016,81.9,66.8,79.2,66.5,0,0,9.6,23.5
10/16/2016,78.7,65.2,75.6,65.6,0.075,0.075,11,29.3
10/17/2016,74.7,60.2,68.8,56.7,0.031,0.031,9.8,23.5
10/18/2016,74.4,54.7,67.5,51.4,0,0,12.2,27.3
10/19/2016,77.2,53.3,72.6,48.2,0,0,6,15.9
10/20/2016,83.3,55.2,78.7,51.5,0,0,5.6,16.6
10/21/2016,86.4,57.4,82.9,55,0,0,6.2,12.3
10/22/2016,87.5,57.6,83.9,55.6,0,0,5.5,11.2
10/23/2016,87.8,60.7,81.6,59.2,0,0,6.6,17
10/24/2016,78.3,61.1,74.5,58.8,0.004,0.004,7.3,18.6
10/25/2016,80.7,56,78.2,53.5,0,0,5,15.4
10/26/2016,85.2,57.6,82.1,55.3,0,0,3.6,11.2
10/27/2016,78.1,59.4,76.7,56.2,0.055,0.055,7.2,17.9
10/28/2016,71.1,61.2,72.6,63.2,0.827,0.827,6.6,16.1
10/29/2016,76.9,58.2,77,59.5,0,0,4.7,13.9
10/30/2016,70.7,56.3,67.7,55.8,0.504,0.504,8.9,23
10/31/2016,68,54.2,65.5,53.1,0,0,6,16.3
11/1/2016,67.3,53.6,63.9,51.8,0,0,8.4,18.6
11/2/2016,71.8,50.7,70.3,49.2,0,0,5.7,9.6
11/3/2016,75.1,48.6,73,46.2,0,0,5.1,10.3
11/4/2016,78,53.6,76.8,52.7,0,0,5.5,9.6
11/5/2016,78.1,51.4,75.5,49.8,0,0,6.5,10.3
11/6/2016,71.2,52.7,69.8,51.2,0,0,5.7,13.2
11/7/2016,75,55.4,75,55.3,0,0,4.8,12.3
11/8/2016,80.7,54.7,79.1,54.5,0,0,5.1,11.6
11/9/2016,81.6,53,80,53.1,0,0,5.1,9.8
11/10/2016,84,55.9,82.1,55.8,0,0,5.2,9.4
11/11/2016,85.7,53.9,81.6,51.2,0,0,5.7,14.5
11/12/2016,80,56.5,76.2,54.1,0,0,5.9,13.2
11/13/2016,78.1,53.6,75.8,52.4,0,0,5.5,9.8
11/14/2016,78.8,52.5,75.4,50.3,0,0,4.4,9.6
11/15/2016,74.6,49.3,70.7,46.7,0,0,8.7,18.3
11/16/2016,63.3,50.2,57.4,44.4,0,0,13.3,29.5
11/17/2016,62,44.4,56.1,40.1,0,0,6.1,15.4
11/18/2016,71.2,41.2,63.7,35.9,0,0,6.2,14.3
11/19/2016,75.4,46.1,68.4,39.7,0,0,7.4,17.9
11/20/2016,65.4,45.1,61.5,40.2,0.354,0.354,6.8,17
11/21/2016,62.1,50.9,57.6,48.6,0.276,0.276,8.7,19.9
11/22/2016,62.6,46.6,60.3,44.6,0,0,4,12.5
11/23/2016,62,45.4,54.4,41,0.031,0.031,11.6,25.1
11/24/2016,62.1,43,59.3,38.8,0,0,5,15.7
11/25/2016,64.8,38.9,60.8,34.4,0,0,4.3,11
11/26/2016,61.6,40.7,58,34.2,0.386,0.386,8.8,18.8
11/27/2016,56.7,43.6,50.5,39.4,0.413,0.413,10.1,21.7
11/28/2016,51.5,44.8,47.5,40.9,0.004,0.004,10.2,20.1
11/29/2016,55.6,44.7,52.4,40.7,0,0,4.5,10.3
11/30/2016,57.5,38.5,54.6,33.9,0,0,5.5,12.3
12/1/2016,56.3,43.1,52.1,38.4,0,0,6.2,15.4
12/2/2016,54.9,38.6,49.9,34,0,0,4.4,11.2
12/3/2016,56.2,35.9,51.8,30.2,0,0,4.2,10.5
12/4/2016,61,37.9,56.5,33,0,0,4.6,11.6
12/5/2016,55.9,40.8,52.1,36.2,0,0,6.1,14.1
12/6/2016,55.5,39.2,49.9,35.7,0,0,7.4,18.3
12/7/2016,51.5,39.5,46.4,34.9,0.039,0.039,5.4,10.1
12/8/2016,54.4,44.1,52.1,39.6,0.173,0.173,6.5,13.2
12/9/2016,63.6,51.9,64.2,49.6,0.004,0.004,4.9,10.7
12/10/2016,65.1,52.4,65.8,51.2,0.394,0.394,5.2,12.5
12/11/2016,62.9,50.4,59.7,46.8,0.024,0.024,7.2,16.8
12/12/2016,59.2,46,55.1,43.1,0,0,6.2,13.4
12/13/2016,62.5,46.8,59.7,43.4,0,0,3.5,10.7
12/14/2016,67.6,44.7,64.9,40.9,0,0,4.5,8.9
12/15/2016,57.7,51.7,56.7,49,1.189,1.189,10.6,20.6
12/16/2016,56.9,42.4,55.7,36.7,0.681,0.681,14.6,26.4
12/17/2016,49.5,36.7,44.4,31.3,0,0,6.1,12.3
12/18/2016,49.4,32.9,44.1,26.7,0,0,6,15.4
12/19/2016,52.2,34,48,28.7,0,0,4.5,12.5
12/20/2016,53.5,32.9,49.4,27.7,0,0,4.4,10.5
12/21/2016,57.3,34.5,53.8,29.7,0,0,5.2,9.4
12/22/2016,58.1,36.7,55.2,32.1,0,0,5.1,9.8
12/23/2016,50.8,39,47.5,33.8,0.827,0.827,10.6,19
12/24/2016,50.4,37.6,43.6,32.6,0.039,0.039,11.4,22.8
12/25/2016,47.9,35.6,42.8,29.5,0,0,5.7,13.2
12/26/2016,52.8,34.5,46.7,28.8,0,0,6,15
12/27/2016,52.9,33.9,48.2,29.3,0,0,4.8,12.1
12/28/2016,54.5,33.4,50.6,28.9,0,0,4.5,11.2
12/29/2016,60.4,32.8,56.8,28.3,0,0,4.8,10.5
12/30/2016,52.8,39.5,49.2,36.3,0.055,0.055,5,9.4
12/31/2016,47.5,40.2,45.7,36.1,0.402,0.402,8,18.3
1/1/2017,48.8,40.9,44.9,36,0,0,6.3,13
1/2/2017,52.1,40.2,46.7,35.5,0.012,0.012,5.5,10.5
1/3/2017,53.5,40.6,49.3,35,0.161,0.161,13.8,24.4
1/4/2017,55.5,50.5,52.4,44.5,0.677,0.677,13.1,26.6
1/5/2017,55.3,35.6,52.5,29.5,0.083,0.083,13.2,22.6
1/6/2017,51.6,29.8,46.8,24.7,0,0,5.8,10.1
1/7/2017,57.4,45,55.2,37.8,0.898,0.898,10.2,26.2
1/8/2017,67.6,55.3,64.7,53,0.701,0.701,11.7,29.8
1/9/2017,60.2,52.9,57.3,49.1,0.248,0.248,11.8,29.3
1/10/2017,55,51.6,51,46.8,0.587,0.587,15.5,33.6
1/11/2017,56.9,48.5,53.8,45.4,0.457,0.457,10,31.8
1/12/2017,53.2,41,49.5,36.8,0.366,0.366,9.2,15.9
1/13/2017,53.6,37.9,48.1,32.4,0,0,9.5,18.3
1/14/2017,49.9,35.2,47.1,30.4,0,0,6.2,9.6
1/15/2017,47.3,34.3,43.9,29.3,0,0,6.6,12.1
1/16/2017,51.4,35.5,48.7,31,0,0,4.5,9.4
1/17/2017,57.5,31.5,54.4,25.5,0,0,5.9,11.4
1/18/2017,55.9,39.2,50.7,33.6,0.398,0.398,17,28.2
1/19/2017,55,45.7,51.3,42,0.374,0.374,11.5,25.3
1/20/2017,53.6,42.4,49.3,35.7,0.803,0.803,21,34.7
1/21/2017,54.8,39.5,49.3,34.6,0.15,0.15,10.1,18.1
1/22/2017,54.9,46.9,48.5,39.4,0.453,0.453,17.6,30.6
1/23/2017,50.2,37.2,46.1,31.4,0.106,0.106,10.8,17.9
1/24/2017,51.9,35.1,46.2,29,0.004,0.004,6.5,13
1/25/2017,51.4,33.2,47.6,27.5,0,0,5,9.4
1/26/2017,53.1,32.7,48.2,27.4,0,0,6,12.5
1/27/2017,55.8,33.4,52.5,27.4,0,0,6.2,8.5
1/28/2017,56.8,32.5,54.7,27,0,0,5.4,8.5
1/29/2017,56.8,31.9,53.8,25.9,0,0,7.2,10.5
1/30/2017,57.4,36.3,54.7,32.2,0,0,5.2,8.9
1/31/2017,61.4,34.9,59.6,30.7,0,0,6.6,10.1
2/1/2017,66,39.4,63.1,33.6,0,0,7,11.9
2/2/2017,62.8,47.8,60.4,44.3,0.098,0.098,8.9,17
2/3/2017,62.4,51,59.8,49.2,0.575,0.575,12.5,21.5
2/4/2017,61.7,46.3,59.1,42.9,0,0,6.5,11.4
2/5/2017,58.8,42.4,54,38.8,0.189,0.189,10.4,17.7
2/6/2017,60.4,51.6,57.4,46.8,0.504,0.504,12.1,20.4
2/7/2017,63.2,52.1,62.2,47.3,1.004,1.004,17.1,28.9
2/8/2017,70.3,56.4,71.2,55.6,0.016,0.016,9.7,17.2
2/9/2017,64,56.8,65.1,54.8,0.154,0.154,9.2,15.9
2/10/2017,60.8,54.1,60.8,51.6,1.157,1.157,11.9,19.9
2/11/2017,58.4,45.9,52.6,41.5,0,0,12.8,22.8
2/12/2017,61.6,40.6,60.1,36,0,0,6.9,10.7
2/13/2017,62,39.7,60.6,35.8,0,0,5,10.3
2/14/2017,64,42.1,64,38.6,0,0,5.7,9.2
2/15/2017,69.4,43.1,68.8,38.9,0,0,7.8,13.9
2/16/2017,59.4,50.5,56.1,47.5,0.118,0.118,9.6,15.7
2/17/2017,56.3,50.5,48.7,44,0.665,0.665,20.9,34.7
2/18/2017,60.4,47.3,58.5,43.8,0.012,0.012,12.1,19.5
2/19/2017,57.6,47.2,53.2,41,0.169,0.169,11.2,19.9
2/20/2017,64,51.6,59.8,46.6,0.437,0.437,14.6,27.7
2/21/2017,64.9,48.5,61.7,45.4,0.165,0.165,11.5,26.4
2/22/2017,55.9,43.2,47.8,35.4,0.035,0.035,15.2,26.2
