time,temperature_2m_max (°F),temperature_2m_min (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),precipitation_sum (inch),rain_sum (inch),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h)
4/4/2018,79.2,51.6,76.9,48.4,0,0,8.3,14.1
4/5/2018,76.2,53,73.6,49,0,0,12.2,19.9
4/6/2018,62.2,57.7,60.8,54.8,0.165,0.165,8.4,15.9
4/7/2018,71.2,56.5,68,49,0.89,0.89,15,25.3
4/8/2018,71.1,50.2,67.4,43.7,0,0,14.1,24.6
4/9/2018,77.4,46.9,78.2,44.3,0,0,5.6,10.3
4/10/2018,84.1,55.4,84.5,52.4,0,0,16.4,26.4
4/11/2018,74.5,54.1,73.6,49.2,0,0,17.4,28.9
4/12/2018,63.4,46.1,54.2,39.1,0.039,0.039,19.2,33.6
4/13/2018,69,44.9,68.5,40.5,0,0,9.9,15.7
4/14/2018,79.1,45,77.4,41.7,0,0,5.9,11.2
4/15/2018,84.5,56.3,80.3,50.3,0,0,16.5,29.1
4/16/2018,62.9,44.4,57,40.9,0.114,0.114,11.4,25.3
4/17/2018,65.2,41.4,62,36.9,0,0,6.2,15.4
4/18/2018,68,43.3,66.1,40.2,0,0,11.3,19
4/19/2018,68.8,47.5,59.6,41,0.012,0.012,15.1,29.8
4/20/2018,76.1,45.7,74.6,41.5,0,0,7,16.3
4/21/2018,84,51,85.6,49.6,0,0,8.1,15.4
4/22/2018,89.4,53.7,90.1,52.2,0,0,7.3,13.6
4/23/2018,91.1,57.3,92.4,57.6,0,0,9,16.6
4/24/2018,91.1,59.7,90.1,58.3,0,0,8.4,15
4/25/2018,90.1,59.9,89.9,56.5,0,0,9.6,15.7
4/26/2018,86.5,58.9,85.9,53.7,0,0,14.8,23.7
4/27/2018,77,54,72.6,48.4,0,0,14.3,23.9
4/28/2018,75.6,52.8,71.3,46.8,0,0,14.2,23.5
4/29/2018,71.1,52.3,66,46,0,0,14.3,25.3
4/30/2018,70.6,51.4,65.4,47.6,0,0,11.7,19
5/1/2018,73,50.4,71.1,46.4,0,0,9.6,20.6
5/2/2018,77.4,55.5,77.5,54.2,0,0,11.9,20.8
5/3/2018,83.6,55.1,81.7,53,0,0,8.4,17.2
5/4/2018,90.7,57.2,90.1,55.5,0,0,7.2,13.4
5/5/2018,90.7,62.2,91.2,61.1,0,0,11.6,20.8
5/6/2018,88.3,61.8,85.6,55.3,0,0,12.2,19.9
5/7/2018,89.6,59,86.9,55,0,0,9.5,18.3
5/8/2018,93.8,62.1,90.4,60.1,0,0,10.1,19.9
5/9/2018,88.6,63.1,85.6,58.2,0,0,12.9,23.5
5/10/2018,86.7,58.8,83.2,53,0,0,12.2,21
5/11/2018,86.3,59,83.1,55.2,0,0,14.7,28
5/12/2018,82.9,57.1,80,52.7,0,0,11.4,19.2
5/13/2018,84.7,59.5,82,57.5,0,0,10,22.4
5/14/2018,83.8,58.7,82.5,54.7,0,0,11.2,18.8
5/15/2018,82.8,58.4,83.5,51.6,0,0,16.8,27.3
5/16/2018,76.3,56,74.7,51.6,0,0,12.2,23.5
5/17/2018,81.1,55,78.8,50.5,0,0,10.9,18.8
5/18/2018,84.8,58,83.9,54.5,0,0,11.3,19.9
5/19/2018,87.3,61,85.6,56,0,0,13.3,22.4
5/20/2018,82.1,56.8,80,51.2,0,0,13.5,22.1
5/21/2018,80.1,55.1,78.2,50.1,0,0,10.6,18.8
5/22/2018,85.2,61.3,86.8,58.6,0,0,12,20.1
5/23/2018,85.8,60.3,87.6,57.2,0,0,13.9,23.5
5/24/2018,84.4,57.9,84.2,54.6,0,0,15.4,26.6
5/25/2018,66.5,58.6,63.9,54.3,0.024,0.024,9.3,16.6
5/26/2018,75.7,56.2,70.9,52.5,0,0,11.8,21.5
5/27/2018,84.7,58.5,84.8,55.9,0,0,8.4,16.1
5/28/2018,95,63.6,95.3,62.9,0,0,7.5,14.3
5/29/2018,99.2,68.1,101.2,67.3,0,0,9.9,16.3
5/30/2018,92.2,61.4,90.6,54,0,0,16.2,27.5
5/31/2018,79.9,54,76.3,47.4,0,0,12.8,21
6/1/2018,85.1,54.6,82.8,50.5,0,0,10.5,17.7
6/2/2018,98.2,60.5,96.8,58.8,0,0,6.6,13.6
6/3/2018,104,66.7,103.3,65.4,0,0,8.8,14.1
6/4/2018,100.6,73,97,65.6,0,0,13.3,22.1
6/5/2018,93,64.2,89.2,58.2,0,0,13.5,21.7
6/6/2018,89.1,61.7,86.7,56.8,0,0,13.9,22.6
6/7/2018,88.9,57.7,86.3,53.6,0,0,11.4,20.4
6/8/2018,93.6,61.3,87.6,57.1,0,0,11.9,21.9
6/9/2018,86.3,64.5,83.9,54.9,0,0,16.8,30.4
6/10/2018,85.9,56.8,77.7,51.1,0,0,15.2,27.1
6/11/2018,91,60,87.8,55.3,0,0,9.5,19
6/12/2018,99.7,64.3,99.2,62.5,0,0,6.6,14.3
6/13/2018,103.1,69.3,103.6,67.9,0,0,10.1,16.1
6/14/2018,100.9,71.3,101.6,68.7,0,0,13.4,21.5
6/15/2018,98.6,65.7,96,62.8,0,0,10.4,17.2
6/16/2018,90.8,62,90.3,59.4,0,0,12.1,22.6
6/17/2018,81.5,59.8,80.1,57,0,0,8.3,15.7
6/18/2018,89.2,61.2,87.1,59.1,0,0,8.5,19
6/19/2018,95.8,66.9,94.9,64.5,0,0,8.8,18.3
6/20/2018,100.5,67,97.5,64.3,0,0,11.9,21.9
6/21/2018,99.9,65.9,95.8,60.2,0,0,10.7,18.8
6/22/2018,103.4,67,100.6,64.7,0,0,10.2,18.6
6/23/2018,104,72,101.7,69.7,0,0,10.2,18.6
6/24/2018,102.1,72.6,100.6,71.3,0,0,13,21.5
6/25/2018,96.6,68.2,97.1,66.5,0,0,10.8,18.8
6/26/2018,101.5,69.6,100.4,69,0,0,9.7,17.2
6/27/2018,100.2,67.9,99.8,63.9,0,0,12.4,20.4
6/28/2018,94.1,65,91.9,61.9,0,0,12.2,20.1
6/29/2018,95.8,65.4,93.3,62.3,0,0,9.2,19
6/30/2018,101.8,69.8,100.3,68.5,0,0,9.3,16.6
7/1/2018,103.4,73.6,102,72.4,0,0,12.2,19.9
7/2/2018,100.6,71.4,100.6,70,0,0,9.8,17.9
7/3/2018,100.1,70.2,101.2,69.5,0,0,12.4,20.1
7/4/2018,95.7,66.6,96.7,65.4,0,0,11.2,18.3
7/5/2018,97.7,67.4,97.2,65.6,0,0,10.3,16.8
7/6/2018,103.6,73,98.2,70.3,0,0,13.8,27.3
7/7/2018,105.1,74.7,102.2,71.5,0,0,11.6,23.5
7/8/2018,104.6,74.7,98.2,68.6,0,0,13.9,26.2
7/9/2018,102.3,73.5,95,66.7,0,0,12.8,23.5
7/10/2018,102.6,73,99.6,69.5,0,0,10.9,20.8
7/11/2018,103.6,71.5,105,69.1,0,0,8.6,14.5
7/12/2018,101.5,75.3,100.5,74.7,0,0,9.9,16.1
7/13/2018,103.2,78.8,103.7,77.5,0,0,11.3,18.8
7/14/2018,104.1,78,103.5,74.3,0,0,12.3,21.7
7/15/2018,104.5,77.9,104.2,73.5,0,0,10.5,19
7/16/2018,105.1,75.4,103.2,71.7,0,0,10,19.7
7/17/2018,106.8,75.7,104.1,71.8,0,0,9.9,19
7/18/2018,107,75.9,105.5,71.8,0,0,8.5,14.1
7/19/2018,106.6,76,107,76.2,0,0,9.3,15.2
7/20/2018,104.4,76.4,104.1,75.2,0,0,12,20.6
7/21/2018,99.9,77.5,102.7,78.5,0,0,10.2,17
7/22/2018,101.4,77.3,102.5,73.9,0,0,10.8,19.9
7/23/2018,102.8,76.6,104.1,74.5,0,0,12.2,21.3
7/24/2018,104.7,77.2,103.3,74,0,0,11.1,21.7
7/25/2018,105.4,75.5,102.8,72.9,0,0,9.7,19.7
7/26/2018,104.9,77.2,106.2,74.8,0,0,9.1,19.2
7/27/2018,104.3,75.2,102.8,73,0,0,11.4,22.1
7/28/2018,103.3,71.8,103.2,70.7,0,0,7,15
7/29/2018,103.4,74.1,102.4,74.5,0,0,9.2,18.3
7/30/2018,102.6,70.9,101.1,70,0,0,7.9,16.3
7/31/2018,104,74.8,103.3,74.8,0,0,7.9,17
8/1/2018,102.7,73.1,100.6,73.4,0,0,9.9,17.9
8/2/2018,100.3,73.1,97.2,69.6,0,0,9.2,18.1
8/3/2018,101.5,68.8,98.9,66.3,0,0,9.1,20.1
8/4/2018,101,71.2,96.1,71,0,0,14.4,26.8
8/5/2018,97.3,69.3,93.5,65.7,0,0,11.4,20.8
8/6/2018,97.6,66.4,94,64,0,0,10.8,19.9
8/7/2018,99,66.8,98.1,65.2,0,0,8.4,17.7
8/8/2018,101.3,66,101.1,65.9,0,0,7.4,11.9
8/9/2018,102.7,67.9,103.9,68.6,0,0,5.9,12.3
8/10/2018,103.5,73.5,102.8,74,0,0,9.7,20.1
8/11/2018,100.4,72.9,98.1,72.3,0,0,8.8,18.6
8/12/2018,102.6,70.5,102.1,66.7,0,0,8.2,13.6
8/13/2018,99.1,70.6,98.5,68.8,0,0,8.8,15
8/14/2018,97.8,70,95.7,67.7,0,0,10.3,18.8
8/15/2018,96.1,67.5,96.4,65.8,0,0,9.2,16.8
8/16/2018,99.1,69.5,98.8,68.5,0,0,7.2,16.1
8/17/2018,102.1,72.2,101.6,69.8,0,0,8.6,16.8
8/18/2018,104.1,75.5,102.3,72.4,0,0,9.2,19.2
8/19/2018,101.9,72.8,100.6,68.6,0,0,7.3,13.2
8/20/2018,101.8,69.3,101.3,67.7,0,0,12.4,19.7
8/21/2018,93.9,66.4,94.1,65.2,0,0,8.7,13.9
8/22/2018,92.9,64,94.5,63.4,0,0,8.6,14.1
8/23/2018,92.9,65.2,92.7,63.7,0,0,8.7,16.6
8/24/2018,91.7,62.9,91.2,60.8,0,0,9.5,16.3
8/25/2018,93.3,64.5,93.7,64.2,0,0,6.4,13.4
8/26/2018,93.7,66.1,94,64.2,0,0,9.3,15
8/27/2018,89.2,63.8,90.9,60.7,0,0,12.7,20.6
8/28/2018,87.8,63.7,89.3,62.1,0,0,9.5,16.3
8/29/2018,88.1,63.7,91.1,62.4,0,0,11.1,18.6
8/30/2018,87,63.3,87,61,0,0,11.4,19
8/31/2018,88.5,62.4,85.7,59.8,0,0,10.6,20.8
9/1/2018,90.7,65.7,90.2,64.1,0,0,8.5,18.1
9/2/2018,96,67.2,97.5,67.4,0,0,6,14.8
9/3/2018,96.3,68.8,96.5,67.8,0,0,8.8,15.7
9/4/2018,97.2,69.3,98.1,68.4,0,0,6.8,12.1
9/5/2018,98.8,69.2,98.8,68.6,0,0,11.4,18.6
9/6/2018,96.7,67,94.7,64.9,0,0,9.3,20.1
9/7/2018,98.8,67.3,96.8,66.2,0,0,7.5,16.1
9/8/2018,97.6,67.4,94.6,65.6,0,0,9.7,19.2
9/9/2018,96.1,64.2,94,61.1,0,0,7.8,16.1
9/10/2018,94.5,64,90.6,61.6,0,0,7.7,16.1
9/11/2018,94.8,64.2,91.4,62.4,0,0,9.3,16.3
9/12/2018,88.5,64.6,84.7,58.8,0,0,11.9,20.1
9/13/2018,83.8,59,80.6,56.4,0,0,9.1,17.7
9/14/2018,87.4,58.4,84.8,55.2,0,0,8.5,13.9
9/15/2018,85.4,62.9,82.3,58.4,0,0,11.6,22.4
9/16/2018,85.6,57.1,82,54.2,0,0,10.3,17
9/17/2018,87.3,57.5,85,55.1,0,0,8.2,13.4
9/18/2018,86.9,58.4,83.9,55.1,0,0,8.4,17
9/19/2018,87.4,58,82.8,55,0,0,9.5,19
9/20/2018,90,56.7,86.2,53.3,0,0,6.4,12.8
9/21/2018,94.7,62.2,91.1,59,0,0,7.1,12.3
9/22/2018,95.4,59.5,93.6,56.6,0,0,6.8,11.2
9/23/2018,94.6,62.5,91.7,59.5,0,0,7.4,14.3
9/24/2018,91.5,60.1,88.6,56.5,0,0,7.3,11.9
9/25/2018,93.7,59.4,90.4,55.8,0,0,7,14.8
9/26/2018,96.4,65,93.1,61.2,0,0,6.5,13.2
9/27/2018,96.6,65.1,93.4,62,0,0,7.3,12.1
9/28/2018,92.4,63.8,91.1,60.9,0,0,7.6,13
9/29/2018,80,60.7,79,58.2,0,0,9.8,16.8
9/30/2018,79.7,60.1,77.1,59.3,0,0,6.8,12.1
10/1/2018,87.4,59.5,85.7,58.8,0,0,6.3,10.3
10/2/2018,85.9,66.2,86.3,65,0.008,0.008,9.2,21
10/3/2018,76.2,65.7,75.9,64.3,0.02,0.02,11.4,18.3
10/4/2018,76.8,61.8,76.3,62.9,0,0,8.8,16.8
10/5/2018,78.4,58,77,57.2,0,0,7.9,17.4
10/6/2018,80,60.3,75.9,58.6,0,0,14.6,26.6
10/7/2018,80.2,55.1,76,53.7,0,0,5.9,14.5
10/8/2018,80,53.9,76.7,49.8,0,0,5.6,11.6
10/9/2018,82.3,54.6,79.3,50.5,0,0,6.7,11.6
10/10/2018,77.8,55.9,76.3,54.5,0,0,7.8,13
10/11/2018,76.7,56.7,73.5,55.9,0,0,6.4,15.4
10/12/2018,82,55,78.2,53.9,0,0,6.3,15.7
10/13/2018,85.2,54.2,80.7,51.3,0,0,6.3,12.3
10/14/2018,82.4,53.4,77.9,49.7,0,0,7.3,14.1
10/15/2018,82.8,53.1,76,49.2,0,0,7.6,17.2
10/16/2018,80.8,46.9,74,40.7,0,0,6.2,15.7
10/17/2018,83.3,48.2,77.2,42.1,0,0,6.3,12.5
10/18/2018,83.8,49.5,78,43.9,0,0,7.3,11.9
10/19/2018,85.3,54.1,79.5,50.3,0,0,6.2,15
10/20/2018,86,51.7,81.9,46.2,0,0,5.9,10.3
10/21/2018,84.7,52.3,79,47.4,0,0,6.7,12.5
10/22/2018,82.1,52.4,77.8,49.6,0,0,7.3,12.1
10/23/2018,79.5,51.1,75,48.1,0,0,8.3,14.8
10/24/2018,78.1,47,72.9,44.3,0,0,5.4,11.9
10/25/2018,79.2,50.1,75.4,47.5,0,0,6.2,12.3
10/26/2018,82,51.3,78.8,48.8,0,0,6.4,8.9
10/27/2018,84.8,53.7,81.4,50.5,0,0,6.5,9.8
10/28/2018,81.3,55.1,76.7,53.1,0,0,11.4,20.8
10/29/2018,71.6,56.1,65,50.3,0,0,11,20.6
10/30/2018,71.1,49,65.6,44,0,0,6.6,13.4
10/31/2018,73.2,45.9,67.1,41,0,0,6.3,11.9
11/1/2018,79.1,49.1,74,44.1,0,0,4.8,12.5
11/2/2018,80.2,49.5,75.2,44.5,0,0,6.8,12.1
11/3/2018,78.1,51.7,75.1,47.6,0,0,5.8,9.6
11/4/2018,79.9,53.7,76.4,50,0,0,6,11.2
11/5/2018,76.5,51.4,70.7,47.2,0,0,6.9,15
11/6/2018,73.1,45.2,66.9,40.6,0,0,7.1,12.5
11/7/2018,75,44.2,69.1,40.2,0,0,6.4,11.2
11/8/2018,71.1,42.4,65,35.2,0,0,6.5,10.7
11/9/2018,71.7,40.6,65.5,35.6,0,0,6,10.7
11/10/2018,70.6,39.7,64.2,34.7,0,0,6.7,8.7
11/11/2018,68.6,38.2,62.6,32.1,0,0,6.7,11.9
11/12/2018,70.9,37.1,64.7,30.9,0,0,6.8,9.8
11/13/2018,70.1,37,62.8,31,0,0,5.9,10.5
11/14/2018,69.8,39.5,62.9,33.8,0,0,6,11
11/15/2018,68.3,37.3,61.9,31.5,0,0,5.9,8.3
11/16/2018,69.5,42,63.5,36,0,0,5.8,8.3
11/17/2018,70.7,39.2,64.9,32.6,0,0,6.8,10.3
11/18/2018,70,41.3,64.3,36.6,0,0,7.2,11.6
11/19/2018,70.1,36.6,65.1,30.5,0,0,5.5,9.6
11/20/2018,72.4,36.2,65.9,29.8,0,0,7.4,9.8
11/21/2018,67.8,43.3,63.1,36.3,0.22,0.22,10.4,23.5
11/22/2018,62.3,49.8,61.1,46.8,0.669,0.669,8.1,15.2
11/23/2018,56.6,51.3,53.4,47.6,0.189,0.189,7,11.2
11/24/2018,67.9,52.3,65.1,51.1,0.028,0.028,9.4,17.2
11/25/2018,63.9,49.8,62.9,48,0,0,5.5,12.5
11/26/2018,64.7,46.5,64.4,43.7,0,0,5.6,8.7
11/27/2018,68,45,65.6,41.5,0,0,7.9,13.9
11/28/2018,56.3,51.7,55.2,46.7,1.102,1.102,11,18.3
11/29/2018,60.5,50.5,54.1,45.9,0.98,0.98,19.6,34.4
11/30/2018,59.3,44.8,52.8,40.9,0.055,0.055,11.5,20.4
12/1/2018,50.3,39.2,47.1,34.7,0.146,0.146,7.2,17.2
12/2/2018,54.6,37,49.3,31.3,0,0,7.4,15.7
12/3/2018,55.2,36.4,50.5,31.9,0,0,4.6,10.3
12/4/2018,56.9,41.5,53.5,36.6,0,0,8.1,14.3
12/5/2018,53.2,46.8,50.1,42.4,0.197,0.197,6,13.2
12/6/2018,56.3,46,54.4,43.3,0.031,0.031,5.6,12.3
12/7/2018,56.2,42.6,54.6,39,0,0,5.3,9.8
12/8/2018,52.7,40.9,50.5,37.3,0,0,5.2,8.5
12/9/2018,54.6,40.6,52.5,37.2,0,0,5.3,8.7
12/10/2018,49,42.2,45.2,38.1,0,0,5.9,13.4
12/11/2018,51.4,39.5,49.5,34.9,0,0,4.7,8.7
12/12/2018,54.7,37.8,51.7,33,0,0,5.6,10.5
12/13/2018,57.8,34.5,55.5,29.4,0,0,6.4,8.5
12/14/2018,56.3,42.2,52.7,36.8,0,0,9.4,14.5
12/15/2018,60.4,36.8,57.2,29.9,0,0,7.6,10.5
12/16/2018,65.5,37.1,61.3,31,0.024,0.024,10.2,16.1
12/17/2018,57.4,49.7,55.9,47.9,0.402,0.402,8.9,14.1
12/18/2018,58.2,42.4,55.1,39.2,0,0,5.7,10.3
12/19/2018,56.3,40.5,54.2,35.5,0,0,6.1,9.6
12/20/2018,56.9,36.7,54.4,32.3,0,0,5.4,8.1
12/21/2018,60.7,45.7,58.5,42.5,0,0,5.4,12.3
12/22/2018,55.1,45.2,53.3,42.4,0,0,5.6,10.3
12/23/2018,55.3,42.6,52.3,38.6,0,0,5.6,12.1
12/24/2018,56.3,41.8,53.5,37.9,0.35,0.35,6.4,20.4
12/25/2018,54.2,43,48.9,38.3,0.028,0.028,15.2,25.5
12/26/2018,53.9,39.3,50.7,34.9,0,0,6,9.4
12/27/2018,51.6,35.2,45.2,29.8,0,0,10.7,19.9
12/28/2018,51.4,31.1,46.4,24.5,0,0,6.3,9.8
12/29/2018,53.5,29.6,49.5,22,0,0,6.5,9.2
12/30/2018,53.3,30.1,47.9,23.1,0,0,7.2,13.2
12/31/2018,48.9,33.3,44.4,27.7,0,0,6.2,12.3
1/1/2019,52,30.3,46.8,24.3,0,0,7.8,9.2
1/2/2019,52.1,26.4,47.4,19.8,0,0,6.6,8.7
1/3/2019,54.9,28.4,50.6,21,0,0,6.8,9.6
1/4/2019,59.5,30.1,54.2,23,0,0,7.6,12.8
1/5/2019,51.9,37.4,44.6,30.5,0.26,0.26,16.4,27.5
1/6/2019,54.4,38.7,48.3,33.4,0.567,0.567,18.5,29.3
1/7/2019,60.6,48,60.2,43.1,0.043,0.043,16.9,29.3
1/8/2019,64.2,47.5,61,43.8,0,0,10.1,15.2
1/9/2019,55.3,46.5,52,44.1,0.193,0.193,10.1,20.1
1/10/2019,55.7,41.6,53.9,37.8,0,0,5.4,8.1
1/11/2019,62.2,39.6,59.3,34.6,0,0,7.9,13
1/12/2019,60.5,44.7,57.3,40.1,0,0,6.9,11.9
1/13/2019,61.5,42.8,58.9,38.3,0,0,7.6,9.4
1/14/2019,55.2,42.9,52.1,37.3,0.091,0.091,8.7,13.6
1/15/2019,54.9,44.3,49.3,39.3,0.287,0.287,13.6,23.9
1/16/2019,64.1,50.5,59,45.5,0.169,0.169,15.7,31.1
1/17/2019,62.8,51.4,59.9,49.5,0.366,0.366,16.6,33.8
1/18/2019,62,46.9,59.6,44.1,0.004,0.004,9.2,16.1
1/19/2019,62.1,43.8,61.5,39.9,0,0,5.9,9.4
1/20/2019,63.2,45.6,60.6,41.7,0.22,0.22,18,30.4
1/21/2019,54.1,42.1,47.6,37.2,0.122,0.122,10.9,26.6
1/22/2019,54.7,36,51.7,30,0,0,6.4,13.4
1/23/2019,56.9,34.3,53.3,28.8,0,0,5.3,9.4
1/24/2019,58.2,33.8,55.9,28.9,0,0,6.3,9.6
1/25/2019,61.1,35.6,59.5,29.5,0,0,6.9,10.1
1/26/2019,62,37.5,60.6,33.8,0,0,5.9,8.5
1/27/2019,63.9,39.4,62.6,34.3,0,0,6.9,10.5
1/28/2019,61.3,42.2,59.2,39.1,0,0,5.1,10.1
1/29/2019,64,43.3,63.3,39.2,0.004,0.004,6,14.5
1/30/2019,64.3,43.9,62.6,40.6,0.031,0.031,5.9,10.7
1/31/2019,63.1,47.8,62,44.2,0.169,0.169,6.8,14.5
2/1/2019,62.3,45.8,58.2,41.8,0.122,0.122,11.8,18.6
2/2/2019,59.1,49.5,52.9,39.7,0.669,0.669,20.1,32
2/3/2019,58.7,49,53.2,40,0.287,0.287,20.5,36.2
2/4/2019,56.1,42.5,50.4,38.5,0.945,0.945,13,24.6
2/5/2019,45.7,33.6,41.1,28,0.335,0.303,10.4,21
2/6/2019,50.6,30.6,44.7,24,0,0,5.7,12.5
2/7/2019,51.8,30,46.2,22.9,0,0,7.3,11.4
2/8/2019,55.4,31.3,49.3,25.4,0.146,0.146,8,15.9
2/9/2019,53.2,41.7,47.8,36.4,0.083,0.083,10.6,17.2
2/10/2019,47.8,34.1,40,27.7,0.311,0.311,13.4,22.1
2/11/2019,50.2,28.3,45.2,22.1,0,0,5.9,10.7
2/12/2019,52.6,29.4,46.8,22.4,0,0,6.9,13.4
2/13/2019,61.6,46.7,56.8,39.6,0.39,0.39,15.5,30.2
2/14/2019,63.1,45.5,57.2,41.8,0.591,0.591,17.3,38
2/15/2019,52.2,42.4,48.9,37.6,0.433,0.433,10.6,17.2
2/16/2019,50.3,38.4,46.6,33.1,0.366,0.366,5.4,19.5
2/17/2019,47.7,32.9,42.2,26.7,0.205,0.205,7.2,21.3
2/18/2019,51.4,32.6,44.5,26.5,0.004,0.004,7.8,15.4
2/19/2019,50.1,30.1,45.7,24,0,0,5.4,11
2/20/2019,50.5,33.2,45.9,26.8,0.063,0.063,6.5,18.6
2/21/2019,51.4,33.8,44.5,27.2,0.15,0.15,9.5,17.7
2/22/2019,52.2,31.8,47.5,26.1,0,0,6.3,13
2/23/2019,55,30.1,51.2,23.7,0,0,5.2,10.1
2/24/2019,58.9,35.2,56.2,29.4,0,0,5.9,9.4
2/25/2019,66,42.5,60.1,37.2,0,0,9,17
2/26/2019,62.5,47.2,57.9,42.6,0.004,0.004,9.4,17.9
2/27/2019,64.6,49.6,61,44.2,0.205,0.205,12.8,27.3
2/28/2019,62.1,48.2,62.2,45.2,0.102,0.102,7.3,12.5
3/1/2019,62,45.2,61,42.5,0.035,0.035,6.8,11.2
3/2/2019,62.1,49.2,61.5,45.7,0.894,0.894,12.9,28.9
3/3/2019,62.6,52.5,61.8,48.3,0.079,0.079,10.2,16.1
3/4/2019,60.6,48.6,58.2,45.3,0.008,0.008,9.9,17.9
3/5/2019,57.5,48.4,52.2,45.3,0.28,0.28,17.7,28
3/6/2019,62.3,50.5,57.7,46.7,0.957,0.957,17,32.9
3/7/2019,57.7,48.3,55.3,44.8,0.102,0.102,9.6,14.8
3/8/2019,55,42.2,48.3,37,0.063,0.063,8.9,16.1
3/9/2019,57.1,36.7,51,30.9,0.106,0.106,7.4,15.9
3/10/2019,58.2,40.2,54.5,35.1,0,0,6,12.5
3/11/2019,62.3,38.8,58.4,34.2,0,0,11.1,19.9
3/12/2019,63.1,38.3,58.9,33.9,0.051,0.051,14.1,22.6
3/13/2019,58.4,38.6,52,31.3,0,0,14.2,22.6
3/14/2019,61.3,36.5,59.2,31.2,0,0,6.3,12.8
3/15/2019,66.5,37.7,64,32.1,0,0,6.7,12.3
3/16/2019,68.7,38.6,69.7,34.4,0,0,7.5,9.2
3/17/2019,72.4,41.2,71.6,36.8,0,0,7.2,10.3
3/18/2019,77.5,44.8,78.1,39.5,0,0,7.8,9.8
3/19/2019,74.2,49.5,74.3,44.9,0.126,0.126,18.3,33.6
3/20/2019,64.7,49,63.2,44.2,0.051,0.051,13.9,27.7
3/21/2019,61.4,45.5,61.8,43,0.004,0.004,7.9,15.7
3/22/2019,63.1,42.4,60.7,37.9,0,0,5.5,11.4
3/23/2019,60.3,48.1,56.7,43.8,0.051,0.051,7.5,13.4
3/24/2019,64.9,40.9,62.9,36.5,0,0,6.8,11.2
3/25/2019,74.7,41.9,73.2,36.7,0,0,8.8,14.1
3/26/2019,70.3,49,69.4,45.5,0,0,7.4,18.1
3/27/2019,69.2,54,64.7,51.6,0.291,0.291,11,21.7
3/28/2019,66.2,50.3,63.9,46.4,0.118,0.118,12.2,20.1
3/29/2019,65.4,46,61.2,40.7,0,0,12.4,23
3/30/2019,67.6,42,64.2,37.9,0,0,9.5,18.6
3/31/2019,73,44.9,72.7,41.4,0,0,6,13
4/1/2019,76.1,47.7,74.8,46.1,0,0,8.3,14.5
4/2/2019,67.2,53,66.9,51.7,0.142,0.142,10.2,20.4
4/3/2019,67.7,49.6,63.2,47.4,0,0,9,17.4
4/4/2019,67.6,49.1,65.6,47.3,0,0,7.8,16.1
4/5/2019,65.9,47.1,63.8,44.1,0.012,0.012,8.7,16.1
4/6/2019,74.5,46,72.7,42.1,0,0,5.9,13.6
4/7/2019,78.3,53.2,78.4,52,0,0,7.6,17
4/8/2019,76.9,57.6,77,58.9,0,0,12.6,21.9
4/9/2019,67.6,55.7,60.6,47.3,0.012,0.012,22.2,37.4
4/10/2019,71,47.4,63.6,41.2,0,0,14.6,27.3
4/11/2019,68.1,46.7,62.2,43.3,0,0,15.4,26.6
4/12/2019,71.4,48.4,68.5,42.5,0,0,10.6,20.1
4/13/2019,78.4,48.2,78.2,44.4,0,0,6,13
4/14/2019,81.9,50.9,81.5,48.5,0,0,12.1,19.7
4/15/2019,74.2,52.2,69.3,48.4,0.094,0.094,15.6,25.5
4/16/2019,68.3,51.9,61.5,49,0.189,0.189,11.2,21.5
4/17/2019,75.3,48.4,77,45.9,0,0,6.2,10.5
4/18/2019,86.1,50,87.4,48.4,0,0,5.5,9.6
4/19/2019,89.2,56.4,88.8,56.6,0,0,9.8,17.9
4/20/2019,76.6,54.8,73.4,48.1,0,0,14,23.7
4/21/2019,76.1,49.6,72.2,46.4,0,0,12.5,25.1
4/22/2019,82.8,51.3,82,50,0,0,8.6,17.7
4/23/2019,90,54.6,89.6,51.8,0,0,6.6,16.6
4/24/2019,94.2,58.6,94.9,56.2,0,0,6.3,13.9
4/25/2019,96.2,62,97.7,61.9,0,0,8.8,16.1
4/26/2019,95.3,64.5,94,62.7,0,0,9,17.9
4/27/2019,91.6,62.3,88.1,60.3,0,0,9.9,20.1
4/28/2019,89.5,57.3,87.3,55.3,0,0,8.5,15.4
4/29/2019,81.1,59.4,80.7,55.8,0,0,10,17.9
4/30/2019,77.5,56.8,74.6,55.5,0,0,10.5,18.8
5/1/2019,78,53,77,50.4,0,0,6.1,13.6
5/2/2019,83.8,55.2,80.4,50.6,0,0,6.4,15.2
5/3/2019,88.1,56.1,86.1,51.6,0,0,8.2,16.1
5/4/2019,89.1,58,86.3,53.6,0,0,11.2,18.3
5/5/2019,81.6,57.1,78.5,50.8,0,0,13.5,24.4
5/6/2019,78.3,55.6,76.7,51.3,0,0,11.4,20.8
5/7/2019,80.7,55.5,79.6,51.7,0,0,9.6,17
5/8/2019,84.3,58.6,84.8,56,0,0,7.8,14.8
5/9/2019,81.7,61.3,80.9,58.8,0.071,0.071,11.3,19.5
5/10/2019,75.3,57.8,73.3,55,0.197,0.197,8.5,17.7
