latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,,,,,,,
36.44991,-116.436035,680,-28800,America/Los_Angeles,PST,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
time,weather_code (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),apparent_temperature_mean (°F),daylight_duration (s),sunshine_duration (s),precipitation_sum (inch),rain_sum (inch),snowfall_sum (inch),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (inch)
7/1/2015,51,101.7,81.7,94.7,101.7,79.5,93.2,52578.74,49175.34,0.004,0.004,0,1,8,25.9,265,29.21,0.317
7/2/2015,51,102.4,81.3,92.1,104.6,82.6,92.9,52545.92,40404.37,0.024,0.024,0,4,3.8,18.3,268,25.48,0.252
7/3/2015,2,104.9,83.2,95,104.6,83.4,93.6,52509.96,44223.9,0,0,0,0,4,14.5,242,27.32,0.26
7/4/2015,2,99.8,83.6,93.2,100.4,80,90.2,52470.97,42497.86,0,0,0,0,8.1,18.8,12,25.87,0.298
7/5/2015,2,102.5,77.2,91.8,103.2,76.5,90.7,52429.01,49073.01,0,0,0,0,6.8,15,358,29.24,0.286
7/6/2015,53,99.4,77.8,90,99.4,78.4,89.3,52384.16,46837.86,0.043,0.043,0,5,10.1,16.6,122,25.82,0.255
7/7/2015,53,98.3,77.2,89.5,96.8,78.4,88.3,52336.48,48988.22,0.051,0.051,0,4,6.7,22.1,159,26.74,0.272
7/8/2015,1,95.3,74.6,86.1,91.7,70.6,82.1,52286.06,48941.97,0,0,0,0,9.5,29.5,169,30.38,0.321
7/9/2015,1,87,70.4,79.9,84.4,69.2,77,52232.98,48893.22,0,0,0,0,7.8,26.4,169,28.64,0.283
7/10/2015,1,88.4,65.6,78.9,86.5,64,76.3,52177.3,48842.05,0,0,0,0,8.7,25.5,153,30.51,0.283
7/11/2015,1,92,67.9,82.4,89.9,65.4,79.8,52119.12,48788.55,0,0,0,0,7.5,23.5,160,29.86,0.284
7/12/2015,0,96,72.6,85.8,94.7,70.6,83.1,52058.51,48732.74,0,0,0,0,7.4,22.1,160,30.87,0.303
7/13/2015,1,98.4,74.8,87.8,95.2,70.9,83.3,51995.54,48674.72,0,0,0,0,6.5,19,163,31.23,0.315
7/14/2015,1,97.7,75.8,87.7,92.9,71.7,82.6,51930.3,48614.55,0,0,0,0,9.9,25.3,167,31.27,0.34
7/15/2015,0,96.7,74.6,86.5,93.1,70,81.9,51862.84,48552.28,0,0,0,0,7.5,21.5,154,31.39,0.319
7/16/2015,0,99.1,74.8,88.1,96.1,71.1,83.8,51793.27,48487.99,0,0,0,0,6.7,20.6,158,31.43,0.312
7/17/2015,0,100.9,76.8,90.1,97.9,71.4,85.3,51721.64,48421.74,0,0,0,0,8.6,24.8,188,31.19,0.329
7/18/2015,53,92,74.6,82.3,90,72.6,79.8,51648.03,42846.39,0.051,0.051,0,4,12,32.4,184,23.15,0.257
7/19/2015,2,92.4,66.9,81.3,92.7,68.7,81.5,51572.18,48283.44,0,0,0,0,6.4,18.6,158,28.95,0.257
7/20/2015,51,82,71.5,76.6,84.2,74.4,78.8,51493.54,28249.28,0.075,0.075,0,6,6.7,19.2,101,19.79,0.17
7/21/2015,0,94.1,65.3,81.9,94.9,67.8,83.1,51412.21,48135.45,0,0,0,0,3.3,15.4,112,29.47,0.237
7/22/2015,0,95.3,72.6,85.3,93.9,73,84,51328.33,48057.76,0,0,0,0,8.6,24.8,172,29.17,0.294
7/23/2015,0,93.5,70.1,83.8,92.7,70,81.9,51242.01,47977.75,0,0,0,0,7.9,22.1,159,29.56,0.3
7/24/2015,0,96.3,70.6,85.3,94.6,68.7,82.4,51153.37,47895.5,0,0,0,0,6.4,19,160,30.64,0.3
7/25/2015,0,97.3,74.4,86.6,95.2,69.5,82.6,51062.53,47811.14,0,0,0,0,5.9,15.7,147,30.82,0.307
7/26/2015,0,97,74.6,86.2,93.1,69.6,81.5,50969.61,47724.77,0,0,0,0,8.1,19.9,156,30.93,0.329
7/27/2015,0,97.2,73.7,86.5,93.6,71,82.3,50874.71,47636.48,0,0,0,0,7,18.8,322,30.83,0.305
7/28/2015,0,98.9,69.4,88.4,97.1,62.5,83.1,50777.95,47546.36,0,0,0,0,5.2,15.7,340,30.93,0.281
7/29/2015,1,103.5,73.4,91.3,101.8,68,87.6,50679.45,47311.8,0,0,0,0,8.3,17.7,135,29.95,0.295
7/30/2015,2,101.1,78.4,90.1,96.6,79.3,88.6,50579.31,46591.01,0,0,0,0,6.7,17.9,310,21.27,0.23
7/31/2015,2,100.8,79.9,91.3,102.4,78.9,90.5,50477.64,45038.67,0,0,0,0,6.5,18.6,20,24.44,0.259
8/1/2015,55,95.1,79.3,87.6,98,78.7,87.7,50374.55,36146.62,0.075,0.075,0,3,8.4,22.8,87,22.14,0.227
8/2/2015,1,98.7,74.9,87.5,99.7,77.8,88.3,50270.14,44774.07,0,0,0,0,4.1,14.3,300,26.86,0.235
8/3/2015,1,102,76.5,91,99.6,73,86.7,50164.52,46972.92,0,0,0,0,7.4,22.4,163,29.98,0.298
8/4/2015,1,100.9,76.9,90.1,97.7,72.5,86.1,50057.78,45988.61,0,0,0,0,7.2,22.1,160,28.52,0.3
8/5/2015,1,100.3,77,90.2,97.2,75.2,87.3,49950.03,46234.27,0,0,0,0,4.8,16.6,152,25.98,0.229
8/6/2015,3,101.2,79.4,91.4,96.5,75.7,86.1,49841.36,41243.15,0,0,0,0,10,20.4,142,23.66,0.294
8/7/2015,51,96.2,73.9,85.3,96.1,75.2,83.8,49731.86,46566.2,0.008,0.008,0,1,6.2,22.8,145,28.28,0.262
8/8/2015,0,94.7,73,84.4,93.5,68.7,80.7,49621.2,46318.63,0,0,0,0,3.4,14.3,343,29.43,0.243
8/9/2015,0,98.6,69.4,86.8,96,63.5,82,49508.66,46158.8,0,0,0,0,4.6,16.1,115,29.86,0.271
8/10/2015,0,98.9,75.5,88.4,96.6,71.4,84.7,49394.34,46003.56,0,0,0,0,8.1,23.7,153,29.04,0.292
8/11/2015,1,99.4,76.3,89.2,97.2,73.8,86.7,49278.36,45544.84,0,0,0,0,9.4,27.1,166,28.75,0.287
8/12/2015,1,99.3,76.6,89.7,100.1,76.6,89.1,49160.84,45617.57,0,0,0,0,5.5,19.9,136,28.03,0.269
8/13/2015,1,104,76.9,92.2,104.4,76.2,91.3,49041.89,45137.56,0,0,0,0,6.9,26.8,119,25.46,0.268
8/14/2015,0,104.9,80.7,94.3,104.2,79.7,92.6,48921.61,45374.53,0,0,0,0,7.4,24.2,155,27.89,0.279
8/15/2015,0,105.6,80,94.9,103.2,78.3,92.2,48800.14,45313.32,0,0,0,0,5.8,17.9,167,28.09,0.269
8/16/2015,0,106.6,85.4,96,106,81.6,93.1,48677.55,45196.4,0,0,0,0,3.3,12.5,162,27.6,0.245
8/17/2015,1,105.9,85.4,95.5,104.9,81.5,92.1,48553.98,43887.74,0,0,0,0,5.1,13.9,191,27.68,0.262
8/18/2015,0,105.4,83.8,94.4,101.5,80.8,90.7,48429.51,44989.07,0,0,0,0,4.2,17.7,290,28.13,0.252
8/19/2015,0,105.3,81.7,94.5,102.8,77.2,90.8,48304.24,44900.32,0,0,0,0,2.5,14.1,123,27.87,0.241
8/20/2015,0,101.1,82.5,91.6,97.6,78.4,87.3,48178.28,44850.96,0,0,0,0,7.7,21.9,148,27.67,0.302
8/21/2015,0,99,77.2,89.4,96.4,74,85.8,48051.72,44778.39,0,0,0,0,8.3,22.8,157,27.39,0.308
8/22/2015,0,99.5,78.5,89,96.2,76.5,85.7,47924.66,44726.27,0,0,0,0,6.5,19,146,27.26,0.286
8/23/2015,0,101.6,77.5,90.1,98.3,74.1,86.1,47797.19,44680.53,0,0,0,0,6.9,20.4,148,27.54,0.283
8/24/2015,1,103,77,91.2,101.4,72.9,87.3,47669.4,44605.35,0,0,0,0,5.4,16.8,150,27.45,0.257
8/25/2015,2,101.4,79,91.4,100.3,73.8,87.3,47541.39,42752.55,0,0,0,0,8,24.6,137,26.34,0.296
8/26/2015,53,95.9,80,88.6,96.9,78.6,88.1,47413.25,43952.89,0.043,0.043,0,3,6.8,21.7,125,24.32,0.248
8/27/2015,1,102,74,90.4,101.6,74.3,89.2,47285.05,43762.53,0,0,0,0,3,13.2,109,25.91,0.234
8/28/2015,1,103.8,77,92.3,103.6,75.9,90.7,47156.43,43863.11,0,0,0,0,5,17.7,123,25.43,0.232
8/29/2015,1,102.5,80.3,92.3,98.9,76.8,88,47026.66,43671.3,0,0,0,0,10.6,27.1,173,26.23,0.318
8/30/2015,1,95.9,76.4,87.2,93.7,73,83.7,46895.79,42752.97,0,0,0,0,5.8,17.2,166,23.9,0.24
8/31/2015,0,97.1,72.9,86.2,94.2,68.7,81.9,46763.95,43384.86,0,0,0,0,6.2,19,156,26.33,0.264
9/1/2015,0,96.2,73.3,85.9,92.5,69.2,81.4,46631.22,43199.44,0,0,0,0,7.9,23.3,154,26.31,0.27
9/2/2015,1,94.8,72.8,84.6,90.5,71.8,80.9,46497.69,43017.43,0,0,0,0,8.7,25.7,172,25.79,0.276
9/3/2015,0,92.6,68.5,82.1,86.8,62.7,76,46363.46,42919.86,0,0,0,0,9.8,28.6,170,26.14,0.298
9/4/2015,0,89,67.6,79.4,83.2,62.8,73.3,46228.61,42820.7,0,0,0,0,10.5,29.1,169,26.09,0.295
9/5/2015,0,88.5,64.5,77.8,83.7,61.2,73.2,46093.25,42644.72,0,0,0,0,6.1,19.7,161,26.09,0.239
9/6/2015,0,92.8,62.9,80.5,90.9,57.9,76.8,45957.45,42473.05,0,0,0,0,4.5,16.3,166,25.24,0.212
9/7/2015,0,94.8,73.6,84.6,94.3,70.7,82.5,45821.31,42305.95,0,0,0,0,3.5,12.8,7,24.98,0.213
9/8/2015,0,98.2,66.9,86.1,97.1,64,83.1,45684.91,42143.73,0,0,0,0,3.2,13.9,341,24.85,0.204
9/9/2015,0,100.1,71.1,89.2,99.1,66.9,85.5,45548.33,42049.86,0,0,0,0,3.5,13.6,291,24.84,0.209
9/10/2015,0,100.3,73.7,89.3,98.6,71.5,87.1,45411.66,41895.12,0,0,0,0,2.5,12.3,297,24.15,0.198
9/11/2015,0,102.3,75.1,91,100.3,74.1,88.9,45274.98,41802.7,0,0,0,0,1.8,13.2,39,23.86,0.188
9/12/2015,1,100.8,77.6,89.9,99.6,74.1,87.2,45138.38,41656.43,0,0,0,0,7.1,19.9,147,23.28,0.233
9/13/2015,2,98.1,77.2,88.1,97.2,76.5,86.4,45001.93,41480.56,0,0,0,0,4.8,15.7,135,22.27,0.216
9/14/2015,1,91.7,71.6,82.7,87.9,69.4,79.5,44865.72,41135.49,0,0,0,0,10.2,31.5,181,22.37,0.254
9/15/2015,51,77,67,72.3,75.4,65.9,70.7,44729.84,40133.44,0.008,0.008,0,2,11.6,33.1,155,18.14,0.172
9/16/2015,0,82.3,64.6,73.4,79.7,63.7,70.7,44594.35,41216.91,0,0,0,0,7.4,25.9,164,22.94,0.22
9/17/2015,0,83,62.5,73,80.9,58.5,69.9,44458.88,41130.96,0,0,0,0,4,14.8,123,23.68,0.178
9/18/2015,0,88,58,76.9,85.6,53.8,73,44322.67,41044.51,0,0,0,0,4.1,14.1,338,23.61,0.194
9/19/2015,0,92.6,62.5,80.7,89.7,58.3,76.4,44185.78,40951.07,0,0,0,0,2.5,13.2,335,23.5,0.186
9/20/2015,0,94.5,63.9,82.7,91.3,59,77.9,44048.31,40861.1,0,0,0,0,2.5,12.5,353,23.52,0.183
9/21/2015,1,96.7,64.1,82.8,93.5,58.8,78.1,43910.34,40569.34,0,0,0,0,2.9,12.3,12,23.13,0.184
9/22/2015,1,94,74.2,83.7,93.2,71,81.2,43771.96,40530.61,0,0,0,0,4.7,16.3,137,21.97,0.211
9/23/2015,0,94.2,72.3,83.3,92.7,70.7,81.3,43633.25,40406.04,0,0,0,0,4.2,14.3,139,22.17,0.198
9/24/2015,1,98.2,67.4,86.2,96.5,65,83.5,43494.31,40058.84,0,0,0,0,4.4,11.9,340,21.6,0.194
9/25/2015,1,98.4,69.6,86.5,97.3,65.9,83.6,43355.22,39846.18,0,0,0,0,7.8,21.7,129,21.37,0.212
9/26/2015,1,97.7,72.1,86.1,95.6,70,84.1,43216.06,39845.16,0,0,0,0,6.1,19.7,138,21.24,0.205
9/27/2015,1,96.1,72.6,85.3,94.2,71.6,83.2,43076.92,39541.1,0,0,0,0,7.2,21.5,157,20.27,0.209
9/28/2015,1,93.5,75.2,83.7,88.6,71.5,79.6,42937.89,34935.73,0,0,0,0,5.4,15.7,147,16.76,0.175
9/29/2015,1,94.1,69.2,82.2,90.8,65,78.1,42799.05,39476.55,0,0,0,0,5.3,15.9,139,20.64,0.193
9/30/2015,1,93.6,70.3,82.2,88.7,65.8,77.4,42660.48,39339.28,0,0,0,0,6.1,18.1,136,19.84,0.198
10/1/2015,0,90.5,70.3,79.8,84.6,65.7,74.1,42522.29,39284.68,0,0,0,0,12.4,33.8,179,20.91,0.25
10/2/2015,1,83.7,59.1,72.5,78.1,55.1,68,42384.55,39208.07,0,0,0,0,7.8,23.3,316,19.76,0.199
10/3/2015,0,81.9,59.3,72.5,79.2,56.1,68.7,42247.34,39150.63,0,0,0,0,6,20.6,129,20.53,0.192
10/4/2015,63,75.5,59.2,65.4,74.4,59.2,64.1,42110.77,32560.87,0.882,0.882,0,19,6.9,21,73,12.24,0.104
10/5/2015,61,64.7,54.3,59.5,64.2,54.3,59.6,41974.91,38629.14,0.417,0.417,0,16,5.9,13.6,309,12.6,0.083
10/6/2015,51,70.1,56.9,63,70.1,57.8,63.5,41839.87,38821.3,0.051,0.051,0,8,2.4,14.1,315,16.52,0.11
10/7/2015,1,76.6,57.5,67.3,77.9,57.3,68.4,41705.22,38683.23,0,0,0,0,4.5,15.2,298,19.01,0.135
10/8/2015,1,84,59.8,70.8,83.5,60.3,71.4,41570.15,33644.75,0,0,0,0,5.3,18.8,321,18.22,0.151
10/9/2015,1,87.1,59.1,73.6,87.7,58.7,74.1,41434.72,38405.22,0,0,0,0,2.9,13,9,19.19,0.147
10/10/2015,0,85.4,64.4,73.7,86.5,64.2,74.8,41299.04,38265.5,0,0,0,0,4.5,14.1,111,18.77,0.15
10/11/2015,0,85.7,65.5,75.6,87.2,64.7,75.9,41163.2,38125.41,0,0,0,0,2.8,13,51,18.59,0.142
10/12/2015,0,88.7,60.1,75.7,89,60.6,76.1,41027.3,37985.07,0,0,0,0,3,11.4,347,18.5,0.15
10/13/2015,0,90,61.5,76.7,89.1,61.1,76.6,40891.45,37844.59,0,0,0,0,2.3,10.7,14,18.32,0.145
10/14/2015,1,90.6,63.5,78.3,89.6,63.1,77.8,40755.75,37704.05,0,0,0,0,2.3,10.7,27,16.56,0.132
10/15/2015,61,80,65.1,71.7,78.4,63.3,70.8,40620.29,23261.3,0.102,0.102,0,5,6.4,19,20,11.45,0.111
10/16/2015,55,69.4,62.1,65.6,70.1,62.8,66.4,40485.19,20786.53,0.555,0.555,0,22,7.3,17.2,334,8.4,0.068
10/17/2015,61,73.7,59.6,66.4,74.7,61,68.4,40350.55,37283.27,0.28,0.28,0,11,5.3,17.4,113,13.74,0.096
10/18/2015,63,69.7,57.2,62.3,72.3,57.7,63.6,40216.47,27610.93,1.11,1.11,0,20,5.5,26.4,101,12.03,0.08
10/19/2015,51,65.9,54.3,60.8,65.4,52.6,60.4,40083.06,37004.54,0.012,0.012,0,3,3.3,12.8,319,12.63,0.083
10/20/2015,1,70.7,51.7,60.3,66.5,48.6,57.1,39950.43,36866.07,0,0,0,0,8.6,25.1,325,16.79,0.126
10/21/2015,0,71.1,52.7,61.5,67.4,49.3,58.5,39818.7,36728.34,0,0,0,0,7.4,22.6,316,15.52,0.119
10/22/2015,0,70.2,52.1,61.4,69.8,50.4,60.1,39687.97,36591.48,0,0,0,0,2.2,11.4,314,16.73,0.107
10/23/2015,1,72.2,49.5,60.9,70.1,46.9,59.1,39558.37,36455.61,0,0,0,0,5.6,15.2,320,17.06,0.116
10/24/2015,1,74.7,50.7,63.4,73.5,48.7,61.9,39430.01,34695.46,0,0,0,0,2.4,9.6,355,16.27,0.108
10/25/2015,3,72,52.6,62.5,70.3,50.7,61.1,39303,8735.67,0,0,0,0,2,8.7,63,9.14,0.066
10/26/2015,1,72.3,50.9,61.6,70.9,48.8,59.8,39177.48,36055.3,0,0,0,0,2.2,9.4,30,16.66,0.107
10/27/2015,3,70.4,50,60.9,67.8,47.4,58.7,39053,30280.18,0,0,0,0,1.4,7.8,42,11.82,0.078
10/28/2015,51,67.4,54.3,60.7,64.9,51.8,58.4,38928.66,31908.55,0.008,0.008,0,1,5.2,15.2,37,11.23,0.079
10/29/2015,1,69.5,50.7,59.3,62.4,47.3,53.9,38804.53,35661.27,0,0,0,0,12.6,33.1,319,15.75,0.142
10/30/2015,0,72.1,46.1,58.4,64.8,40.5,53,38680.75,35530.13,0,0,0,0,8.5,26.4,331,15.94,0.132
10/31/2015,0,74.2,47.6,61.7,70.8,44,58.3,38557.42,35399.3,0,0,0,0,2.6,14.8,119,15.74,0.107
11/1/2015,0,73.3,51.2,61.4,69.3,47.7,58,38434.68,34910.8,0,0,0,0,3.5,12.5,110,15.31,0.106
11/2/2015,1,76.5,53.4,63.4,68.4,48.1,57.5,38312.64,35139.09,0,0,0,0,11.2,37.1,169,15.4,0.159
11/3/2015,51,59.9,45.6,52.2,54,40.8,47.6,38191.44,33527.2,0.012,0.012,0,2,8.4,25.7,312,12.79,0.092
11/4/2015,51,53.8,39,46.2,44.9,31.9,38.9,38071.19,28355.67,0.008,0.008,0,1,10.3,28,316,12.12,0.093
11/5/2015,2,51.8,32.3,43.1,45.8,26.6,37.2,37952.03,34070.3,0,0,0,0,4.2,17.2,305,13.19,0.072
11/6/2015,0,61.2,33,46.5,54.4,27.2,40.6,37834.09,34570.23,0,0,0,0,6.3,19.5,330,15.05,0.094
11/7/2015,1,62.6,36.9,50,56.5,31.5,44.5,37717.5,34313.46,0,0,0,0,3.6,13.6,2,15,0.089
11/8/2015,0,63.3,36.6,50.5,57.2,31.4,45.2,37602.41,33915.21,0,0,0,0,4.4,18.3,120,14.73,0.094
11/9/2015,0,63,44.8,53.2,56.4,37.7,46.5,37488.96,33621.09,0,0,0,0,9.4,26.8,168,14.38,0.123
11/10/2015,51,54.3,42.3,47.4,46,37.1,41.4,37377.28,32361.92,0.031,0.031,0,3,11.3,31.1,300,11.68,0.081
11/11/2015,0,55.8,32.2,44.7,49.1,26.5,38.9,37267.52,33530.01,0,0,0,0,3,13.2,311,14.74,0.077
11/12/2015,0,62.6,31.4,46,55.1,25.4,39.6,37159.83,33344.32,0,0,0,0,4.4,15,328,14.44,0.088
11/13/2015,0,64.9,33.8,48.9,57.9,27.3,42.7,37054.36,33172.27,0,0,0,0,4.3,13.9,338,14.23,0.089
11/14/2015,0,64,36.5,51.5,58.2,30.9,46.1,36951.25,33014.23,0,0,0,0,2.3,13.2,95,14.01,0.082
11/15/2015,51,62.9,44.6,52.2,53.2,39.2,45.3,36850.68,30061.8,0.012,0.012,0,1,10,30.9,164,12.9,0.112
11/16/2015,51,51.7,37.5,44,40.6,28.9,34.8,36752.23,32748.27,0.008,0.008,0,1,13,37.4,317,13.79,0.112
11/17/2015,1,60.3,32.8,46.8,53.8,25.7,40.2,36655.04,32486.25,0,0,0,0,5.5,24.2,322,13.04,0.081
11/18/2015,1,65.9,44.3,53,60,39,47.9,36559.19,32575.67,0,0,0,0,4.3,15.9,307,13.2,0.079
11/19/2015,1,65.4,39.5,53.2,60,34.5,48.3,36464.81,32566.14,0,0,0,0,2.3,11.4,272,13.11,0.077
11/20/2015,1,71.9,45.9,57.6,67.1,41.5,52.9,36372.01,32488.05,0,0,0,0,4.4,15.2,354,12.79,0.091
11/21/2015,0,65.5,40.5,52.3,57.7,35.1,45.9,36280.92,32514.26,0,0,0,0,4.2,14.5,16,12.97,0.092
11/22/2015,0,65.6,38,52.1,58.6,31.7,45.5,36191.65,32472.82,0,0,0,0,2.7,10.7,358,12.88,0.078
11/23/2015,1,64.7,40.6,53.6,56.7,33.7,46.6,36104.33,29193.28,0,0,0,0,4.8,15.4,111,11.93,0.083
11/24/2015,0,67.1,46.7,56.4,58.2,40,48.9,36019.09,32454.76,0,0,0,0,10.1,31.8,164,12.63,0.128
11/25/2015,71,51.7,39.5,45.4,46.3,32,39.4,35936.07,22001.2,0.098,0.091,0.055,5,8.1,25.1,328,6.89,0.052
11/26/2015,2,48.7,30,39.3,40.4,23.1,31.9,35855.36,32294.43,0,0,0,0,6,18.8,309,12.61,0.074
11/27/2015,1,45.8,27.9,36.4,37.5,20.2,28.7,35777.13,32200.81,0,0,0,0,7.1,20.8,327,11.98,0.067
11/28/2015,2,44.8,26.9,35.9,37.6,19.6,28.8,35701.49,32165.21,0,0,0,0,5.1,16.1,342,12.41,0.06
11/29/2015,1,45.8,24.9,35.6,38.7,18,28.9,35628.58,32101.92,0,0,0,0,3.7,13.9,328,12.27,0.055
11/30/2015,1,46.3,26,36.8,39.3,19.7,30.4,35558.54,32039.82,0,0,0,0,2.9,10.7,9,12.28,0.054
12/1/2015,0,53.2,26.6,39.1,45.7,20,32.7,35491.48,31978.99,0,0,0,0,3.2,11.6,340,12.13,0.06
12/2/2015,1,57.1,30.4,43.4,50.1,23.5,37.1,35427.56,29615.66,0,0,0,0,2.9,9.2,13,11.21,0.061
12/3/2015,1,58.8,33.7,46.8,50.3,27.5,40.1,35366.91,31850.38,0,0,0,0,6.4,16.3,122,10.36,0.076
12/4/2015,1,57.8,42.9,50.9,51.5,37.2,44.4,35309.65,31795.35,0,0,0,0,3.1,15.4,103,11.66,0.07
12/5/2015,1,57.4,30.5,43.7,50.3,24.8,37.8,35255.95,30781.63,0,0,0,0,4.7,10.7,353,9.44,0.058
12/6/2015,1,57.1,35.6,45.3,51.3,29.5,39.5,35205.56,31690.19,0,0,0,0,2.7,10.1,52,9.63,0.052
12/7/2015,1,58.5,32.5,45.6,51.7,26.3,39.4,35157.96,28788.43,0,0,0,0,2.7,11.2,11,10.77,0.059
12/8/2015,1,62.9,43.1,52.4,58.2,37.5,47.4,35113.18,31583.6,0,0,0,0,2.5,10.1,143,10.38,0.061
12/9/2015,1,60.7,46.1,52.2,56.1,41.3,47.8,35071.29,27034.18,0,0,0,0,3.1,9.2,125,8.84,0.055
12/10/2015,1,61.9,42.2,51.8,56.1,36.7,46.4,35032.31,31484.72,0,0,0,0,6.1,20.1,135,10.54,0.075
12/11/2015,61,50.5,38.9,47,47.9,32.8,42.8,34996.31,29371.95,0.165,0.165,0,9,5.8,23.3,297,7.24,0.043
12/12/2015,0,53.4,33.3,43.3,45.2,25.8,36.4,34963.34,31395.59,0,0,0,0,8.2,21,317,11.46,0.072
12/13/2015,61,53.4,37.7,45.5,48.8,31.4,39.7,34933.44,31343.75,0.114,0.114,0,3,7.6,28,145,11.09,0.062
12/14/2015,53,47.6,32.7,40,37.6,25.3,32.1,34906.65,31321.63,0.031,0.031,0,1,11.3,31.3,312,10.71,0.073
12/15/2015,1,46.4,29.3,36.5,37.3,21.3,28.1,34883.04,31280.6,0,0,0,0,9.2,26.8,325,11.52,0.074
12/16/2015,1,44.1,26.4,35,37,19.8,28.3,34862.62,31241.22,0,0,0,0,3.7,17.2,293,11.43,0.051
12/17/2015,1,47.5,30.5,39.1,41.4,24.3,33.2,34845.46,31174.48,0,0,0,0,1.7,7.6,123,10.84,0.047
12/18/2015,0,52,29.6,41.1,46,23.6,35.5,34831.61,31167.62,0,0,0,0,2.1,12.3,119,11.2,0.052
12/19/2015,51,53.8,34.3,44,46.2,28.1,37.7,34821.08,31133.54,0.024,0.024,0,3,5.3,17.9,133,11.1,0.063
12/20/2015,51,48.7,38.5,43.1,44.4,33.1,38.5,34813.93,19341.11,0.012,0.012,0,1,3.3,8.9,153,7.02,0.035
12/21/2015,3,46.5,33.2,39.8,41.6,28.5,35.2,34810.19,26456.72,0,0,0,0,5.6,16.1,115,8.45,0.039
12/22/2015,3,52.6,40.7,45.4,49.5,36.8,42.1,34809.9,25788.13,0,0,0,0,3.6,9.8,60,8.07,0.041
12/23/2015,1,54.8,34.1,44.6,49.9,29.8,40.1,34813.1,31091.3,0,0,0,0,4.7,13.4,20,10.41,0.055
12/24/2015,51,50.3,35,42,44.5,28.6,35.7,34819.82,31113.4,0.016,0.016,0,1,6.9,21.9,137,10.86,0.062
12/25/2015,71,46,32.5,38.1,37.3,23.9,31.1,34830.09,30971.45,0.059,0.047,0.083,3,7.4,24.2,309,11.14,0.066
12/26/2015,0,44.2,28.3,34.9,34,18.9,25.4,34844,31183.04,0,0,0,0,9.9,30.9,342,11.82,0.085
12/27/2015,2,43.2,22.7,34,35.9,14.9,26.6,34861.61,30888.83,0,0,0,0,3.6,15.9,4,11.12,0.052
12/28/2015,1,41.3,26.9,34.7,34.3,20.3,27.8,34882.88,27626.65,0,0,0,0,4.2,16.8,292,10.79,0.05
12/29/2015,0,46.3,26.9,36.8,38.6,19.5,29.8,34907.72,31239.02,0,0,0,0,5.8,18.1,322,11.46,0.057
12/30/2015,0,44.9,28.9,36.9,38.3,22.5,30.7,34936.06,31245.82,0,0,0,0,2.3,12.1,352,11.58,0.05
12/31/2015,0,43.2,25.3,32.9,34.9,17.8,25,34967.82,31381.15,0,0,0,0,6.8,20.4,359,11.79,0.062
1/1/2016,0,44,22.4,32.8,37,14.6,25.5,35002.92,31398.19,0,0,0,0,4.3,13.4,351,11.8,0.055
1/2/2016,3,51.3,27.7,39.6,44.7,21,33.2,35041.28,30467.76,0,0,0,0,2.3,9.2,327,10.22,0.051
1/3/2016,51,55.8,33.3,44,50.3,27.6,38.7,35082.83,27141.21,0.02,0.02,0,4,2.7,14.1,2,8.45,0.047
1/4/2016,3,53.9,39.4,45.8,49.7,34.2,41.4,35127.49,14523.09,0,0,0,0,2.7,10.7,5,4.8,0.032
1/5/2016,61,49.2,40.3,45.1,45.7,35.8,41.4,35175.16,0,0.37,0.37,0,16,6.2,19.9,129,1.82,0.017
1/6/2016,53,47.6,41.8,44.1,41.6,37.4,39.7,35225.78,19938.75,0.157,0.157,0,9,7.9,28.9,152,6.02,0.033
1/7/2016,51,47.2,36.5,42.1,42.1,32.6,37.6,35279.26,25269.98,0.008,0.008,0,1,7.1,16.6,262,8,0.041
1/8/2016,1,48.8,31.4,39.2,41.6,25.7,33,35335.52,31918.27,0,0,0,0,6.8,19.7,318,11.97,0.058
1/9/2016,2,47.1,29.8,37.9,42.4,24.5,32.8,35394.48,31960.39,0,0,0,0,2.4,8.9,71,11.78,0.051
1/10/2016,51,49.9,32.4,39.1,43.5,26.6,33.6,35456.05,30025.7,0.008,0.008,0,1,5.4,13.4,352,11.31,0.056
1/11/2016,1,47.3,25.7,34.8,40.7,19.3,28.6,35520.15,32121.34,0,0,0,0,4.4,14.1,340,12.42,0.055
1/12/2016,1,49.7,23.4,35.2,43.5,16.6,29.2,35586.7,32194.38,0,0,0,0,2.4,10.7,357,12.83,0.057
1/13/2016,1,48,27,36.7,42.8,20.8,30.9,35655.63,31685.65,0,0,0,0,3,11.6,112,10.49,0.049
1/14/2016,1,49.5,26.6,38.7,43.9,20.6,33.2,35726.84,32347.94,0,0,0,0,3.2,11.6,123,11.67,0.056
1/15/2016,53,52.8,32.6,43,46.2,27,37.4,35800.69,32428.98,0.024,0.024,0,2,8.1,20.1,359,12.05,0.062
1/16/2016,3,50.4,30.2,39.9,45.7,24.6,35,35877.82,24509.4,0,0,0,0,2,7.6,52,8.64,0.044
