OutDatetime,InDatetime,Name,Voltage,DurationMin,OutageType,Cause,ResponsibleSystem,intprt,District,ID
01/19/2024 02:39,01/19/2024 06:27,Outlook: PacifiCorp (PACW) 230kV Feeder 1,230.0,228,Auto,Tree Blown,BPA,Unknown,TRI,225620
01/19/2024 02:39,01/19/2024 06:27,Alfalfa: Yakama Power 34.5kV Feeder 1,34.5,228,Auto,Tree Blown,BPA,Unknown,TRI,225621
01/19/2024 02:39,01/19/2024 06:27,Alfalfa: Yakama Power 34.5kV Feeder 2,34.5,228,Auto,Tree Blown,BPA,Unknown,TRI,225622
01/19/2024 22:08,01/20/2024 11:45,Troy: Northern Lights 115kV Feeder 1 to Asarco,115.0,817,Auto,Tree,Customer,Unknown,KAL,225645
01/19/2024 22:08,01/19/2024 22:08,Bonners Ferry: Northern Lights 115kV Feeder 1 to Smith Creek,115.0,0,Auto,Unknown,Customer,Unknown,SPK,225647
01/20/2024 01:12,01/20/2024 01:41,Bald Mountain: Klickitat Co PUD 69kV Feeder 1,69.0,29,Auto,Unknown,BPA,Unknown,TDA,225634
01/20/2024 01:12,01/20/2024 01:41,Bald Mountain: PacifiCorp (PACW) 69kV Feeder 1,69.0,29,Auto,Unknown,BPA,Unknown,TDA,225635
01/20/2024 01:12,01/20/2024 01:24,Carson: Skamania Co PUD 115kV Feeder 1,115.0,12,Auto,Unknown,BPA,Unknown,LGV,225636
01/20/2024 01:12,01/20/2024 01:24,North Bonneville: Skamania Co PUD 115kV Feeder 1,115.0,12,Auto,Unknown,BPA,Unknown,LGV,225637
01/20/2024 01:12,01/20/2024 01:24,Stevenson: Skamania Co PUD 115kV Feeder 1,115.0,12,Auto,Unknown,BPA,Unknown,LGV,225638
01/20/2024 01:12,01/20/2024 01:24,Underwood: Skamania Co PUD 115kV Feeder 1,115.0,12,Auto,Unknown,BPA,Unknown,LGV,225639
01/20/2024 03:10,01/20/2024 06:25,Cape Horn: Skamania Co PUD 115kV Feeder 1,115.0,195,Auto,Unknown,BPA,Unknown,LGV,225641
01/21/2024 17:02,01/22/2024 07:36,Selle: Northern Lights 13.8kV Feeder 1,13.8,874,Auto,Equipment/Miscellaneous,BPA,Unknown,SPK,225663
01/21/2024 17:26,01/21/2024 20:18,Outlook: PacifiCorp (PACW) 230kV Feeder 1,230.0,172,Auto,Tree Blown,BPA,Unknown,TRI,225650
01/21/2024 17:26,01/21/2024 20:18,Alfalfa: Yakama Power 34.5kV Feeder 1,34.5,172,Auto,Tree Blown,BPA,Unknown,TRI,225651
01/21/2024 17:26,01/21/2024 20:18,Alfalfa: Yakama Power 34.5kV Feeder 2,34.5,172,Auto,Tree Blown,BPA,Unknown,TRI,225652
01/21/2024 22:17,01/21/2024 22:17,Tonasket: Okanogan Co PUD 115kV Feeder 2 to Tonasket,115.0,0,Auto,Unknown,BPA,Unknown,WEN,225655
01/22/2024 11:07,01/22/2024 11:07,Condon Wind: Allete 115kV Feeder 1,115.0,0,Auto,Weather,BPA,Unknown,TDA,225658
01/22/2024 11:17,01/22/2024 11:17,Condon Wind: Allete 115kV Feeder 1,115.0,0,Auto,Weather,BPA,Unknown,TDA,225660
01/28/2024 03:02,01/28/2024 18:12,Bonners Ferry: Northern Lights 115kV Feeder 1 to Smith Creek,115.0,910,Auto,Equipment/Miscellaneous,Customer,Unknown,SPK,225674
01/29/2024 19:15,01/29/2024 19:15,Beaver TLP: Tillamook PUD 115kV Feeder 1,115.0,0,Auto,Unknown,BPA,Unknown,SAL,225677
01/29/2024 19:15,01/29/2024 19:15,Hebo: Tillamook PUD 115kV Feeder 1,115.0,0,Auto,Unknown,BPA,Unknown,SAL,225678
01/29/2024 19:15,01/29/2024 19:15,Nestucca: Tillamook PUD 115kV Feeder 1,115.0,0,Auto,Unknown,BPA,Unknown,SAL,225679
01/29/2024 19:43,01/29/2024 19:44,Silverado: Clallam Co PUD 115kV Feeder 1,115.0,1,Auto,Unknown,BPA,Unknown,OLY,225680
01/29/2024 19:43,01/30/2024 11:33,Sappho: Clallam Co PUD 69kV Feeder 1,69.0,950,Auto,Tree,BPA,Unknown,OLY,225681
01/29/2024 19:43,01/30/2024 11:34,Sappho: Clallam Co PUD 69kV Feeder 2,69.0,951,Auto,Tree,BPA,Unknown,OLY,225682
01/30/2024 11:53,01/30/2024 12:19,Lane: EWEB (Eugene OR) 115kV Feeder 1,115.0,26,Auto,Construction,BPA,Unknown,EUG,225693
01/30/2024 11:53,01/30/2024 12:19,Lane: EWEB (Eugene OR) 115kV Feeder 2,115.0,26,Auto,Construction,BPA,Unknown,EUG,225694
01/30/2024 11:53,01/30/2024 12:18,Fern Ridge: Lane Elec Coop 115kV Feeder 1,115.0,25,Auto,Construction,BPA,Unknown,EUG,225695
01/30/2024 11:53,01/30/2024 12:18,Rainbow Valley: Lane Elec Coop 115kV Feeder 1,115.0,25,Auto,Construction,BPA,Unknown,EUG,225696
01/30/2024 11:53,01/30/2024 12:18,Walton: Blachly-Lane Co 12.5kV Feeder 1,12.5,25,Auto,Construction,BPA,Unknown,EUG,225697
01/30/2024 11:53,01/30/2024 12:18,Noti Creek: Emerald PUD 115kV Feeder 1,115.0,25,Auto,Construction,BPA,Unknown,EUG,225698
01/31/2024 00:39,01/31/2024 07:34,Blue River: Lane Elec Coop 115kV Feeder 1,115.0,415,Auto,Tree,BPA,Unknown,EUG,225701
01/31/2024 00:39,01/31/2024 15:19,Carmen PH: EWEB (Eugene OR) 115kV Feeder 1,115.0,880,Auto,Tree,BPA,Unknown,EUG,225703
02/03/2024 09:57,02/03/2024 10:42,Roza: Kittitas Co PUD 12.5kV Feeder 1 by USBR general,12.5,45,Auto,Unknown,BPA,Unknown,TRI,225712
02/03/2024 09:57,02/03/2024 10:42,Roza: USBR Yakima 115kV Feeder 1,115.0,45,Auto,Unknown,BPA,Unknown,TRI,225713
