latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,,,,,,,
37.785587,-122.40964,19,-28800,America/Los_Angeles,PST,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
time,weather_code (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),apparent_temperature_mean (°F),daylight_duration (s),sunshine_duration (s),precipitation_sum (inch),rain_sum (inch),snowfall_sum (inch),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (inch)
11/23/2016,61,58.2,46.4,52.2,54.8,42.8,49.2,35650.43,32218.62,0.087,0.087,0,3,6.5,19.2,271,10.95,0.06
11/24/2016,3,56.2,45.4,49.9,53.7,42.1,47.3,35562.61,32122.47,0,0,0,0,5.4,13.6,31,11.27,0.054
11/25/2016,3,56.9,44.3,50.6,54.6,40.7,47.6,35477.66,11127.33,0,0,0,0,7.4,15.9,127,6.33,0.039
11/26/2016,63,54,50.8,52.4,50.3,46.3,48.5,35395.73,12839.54,0.791,0.791,0,17,11.3,32,207,4.54,0.034
11/27/2016,55,56.9,48,52.3,52.3,42.7,47.9,35317,31092.32,0.177,0.177,0,7,13,31.5,283,10.46,0.059
11/28/2016,53,57.8,48.5,53.6,54.3,44.5,49.9,35241.61,26745.41,0.02,0.02,0,1,13.4,28.9,312,7.77,0.051
11/29/2016,0,58,43.3,50.3,54.8,39,47,35169.73,31691.21,0,0,0,0,5.3,11.9,343,11.04,0.057
11/30/2016,3,54.7,46.8,50.7,53.1,43.9,48.8,35101.06,2675.49,0,0,0,0,6,11,286,2.73,0.02
12/1/2016,2,58.3,42.8,49.7,53.6,39.8,46,35034.9,31472.23,0,0,0,0,7.4,16.8,318,10.98,0.063
12/2/2016,0,60.3,44.4,50.4,53.9,36.5,43.5,34971.32,31473.27,0,0,0,0,12.3,25.5,356,10.84,0.094
12/3/2016,1,59.2,45.5,51.3,56.7,40.8,48.7,34910.41,31347.78,0,0,0,0,5.3,10.5,228,10.48,0.055
12/4/2016,3,57.4,43.4,50.5,55.7,40.7,48.7,34852.23,29279.45,0,0,0,0,5,17.9,270,8.09,0.041
12/5/2016,3,53.3,46.2,50,51.3,42.9,47.8,34796.88,11488.44,0,0,0,0,4.9,13.9,281,5.39,0.029
12/6/2016,2,53,44,47.4,46.1,38.7,42.3,34744.43,30298.9,0,0,0,0,11.8,25.3,294,9.89,0.053
12/7/2016,61,48.8,39,44.9,43.9,34.2,40.5,34694.96,9638.55,0.319,0.319,0,11,7.2,22.6,81,4.65,0.029
12/8/2016,51,57.9,46.5,53.8,57.7,42.2,52.4,34648.56,0,0.043,0.043,0,7,7.1,19.7,126,2.28,0.018
12/9/2016,53,60.3,54.7,56.8,59.9,53.8,56.1,34605.3,15624.94,0.051,0.051,0,4,11.9,22.8,180,4.85,0.028
12/10/2016,61,58.1,49.3,55.9,56.2,46.1,53.8,34565.27,0,0.591,0.591,0,13,13.5,26.4,221,0.96,0.009
12/11/2016,3,52.8,43.7,48.4,49.9,40.2,45.6,34528.54,24996.67,0,0,0,0,5.1,12.8,273,7.38,0.038
12/12/2016,3,55,44.5,49.7,51.4,41.1,46.7,34495.2,26997.11,0,0,0,0,5.7,13.9,32,8.16,0.044
12/13/2016,51,54.9,46.3,51.3,53.3,44.2,49.6,34465.31,9099.18,0.031,0.031,0,4,4.4,9.8,75,3.92,0.026
12/14/2016,3,59,53.9,56.4,57.2,52.3,54.7,34438.96,0,0,0,0,0,10.8,21,168,3.28,0.024
12/15/2016,63,58.7,50.8,56.8,55.1,43.8,52.8,34416.21,0,1.386,1.386,0,14,17.5,35.3,187,1.05,0.017
12/16/2016,51,52.2,43.1,48.4,43,37.2,40.4,34397.15,30522.23,0.008,0.008,0,1,15.5,32,289,9.95,0.075
12/17/2016,0,49.6,36.9,43.5,44.8,31.6,38.5,34381.84,30590.23,0,0,0,0,5.1,12.5,318,10.57,0.05
12/18/2016,0,50.7,39.7,44.3,45,34.6,38.9,34370.36,30538.46,0,0,0,0,7.6,17.2,38,10.58,0.052
12/19/2016,1,51.1,32.7,41.7,45.6,26.4,36.3,34362.77,29309.5,0,0,0,0,5.9,15.2,41,10.14,0.048
12/20/2016,1,54.3,36.3,44.2,50.3,31.6,39.8,34359.07,30404.79,0,0,0,0,5.2,14.1,38,9.51,0.046
12/21/2016,1,58.7,41.3,48.7,55.3,36.4,44.8,34359.18,30378.29,0,0,0,0,8.8,20.6,60,9.33,0.051
12/22/2016,3,58.1,41.9,48.5,55.6,37.3,45.1,34363.04,30504.03,0,0,0,0,5.5,10.5,115,10.35,0.052
12/23/2016,63,54.5,44.8,48.9,49,38.5,43.9,34370.61,18412.76,0.555,0.555,0,13,14.4,27.7,226,5.16,0.031
12/24/2016,1,51.3,41.4,45.4,45.1,35.9,39.8,34381.84,30516.61,0,0,0,0,8.6,19.5,295,10.03,0.052
12/25/2016,3,51.3,39,44,45.1,34.2,38.8,34396.69,26822.17,0,0,0,0,6.8,15.2,82,8.49,0.046
12/26/2016,1,50.4,35.9,41.9,43.7,29.7,35.6,34415.12,30587.06,0,0,0,0,8.9,19.7,56,10.29,0.054
12/27/2016,1,52.4,35.3,43.2,47.3,29.9,38.2,34437.06,30304.97,0,0,0,0,5.9,13.4,35,9.4,0.047
12/28/2016,1,56.2,34.4,44.6,51.8,29.1,39.8,34462.47,30629.38,0,0,0,0,7,15.7,50,10.31,0.052
12/29/2016,1,56.5,40,46.3,52.1,34.8,41.4,34491.3,30709.57,0,0,0,0,8.9,18.8,55,10.49,0.052
12/30/2016,2,54.9,37.3,45.8,51.6,33.2,42,34523.5,30644.8,0,0,0,0,8.4,18.8,231,9.08,0.044
12/31/2016,2,52.4,40.6,46.8,48.6,35.7,41.6,34559,30767.86,0,0,0,0,13.8,21.3,248,9.09,0.05
1/1/2017,2,51.7,45.1,47.6,43.3,37.9,39.7,34597.75,30817.54,0,0,0,0,20.6,32,280,10.67,0.068
1/2/2017,53,49.6,43.7,46.4,42.3,38.2,40.5,34639.7,30311.37,0.122,0.122,0,14,15.3,27.1,212,7.14,0.042
1/3/2017,63,55.1,47.5,51.3,46.1,41.3,43.5,34684.79,0,0.949,0.949,0,23,33.3,52.1,155,1.57,0.027
1/4/2017,63,55.2,47.5,51.1,50.4,42.2,46.5,34732.95,10249.6,0.453,0.453,0,12,27.8,43.4,271,4.82,0.034
1/5/2017,2,49.3,39.7,45,44,33.8,39.1,34784.14,30960.65,0,0,0,0,9.2,15.4,345,10.7,0.058
1/6/2017,53,48.9,36.8,42.5,42.5,27,34.6,34838.28,28838.67,0.043,0.043,0,2,12.7,20.1,62,10.08,0.067
1/7/2017,63,56.4,43.9,52.3,53.1,34.4,45.3,34895.32,18179.17,1,1,0,24,29.3,47.9,149,4.96,0.037
1/8/2017,63,59.2,54.2,57,50.6,45.6,47.8,34955.21,0,1.362,1.362,0,24,34.7,58.6,178,1.57,0.036
1/9/2017,61,55.3,50.5,53.2,51.8,45.2,47.2,35018.23,14163.38,0.35,0.35,0,13,19.1,35.6,215,5.77,0.041
1/10/2017,63,56.6,53.4,54.7,48.6,44.6,46.2,35084.96,0,1.291,1.291,0,23,30,47.4,204,1.44,0.031
1/11/2017,53,54.1,47.3,51.2,47.4,41.4,45,35155.24,23670.25,0.098,0.098,0,10,28,46.8,246,6.85,0.051
1/12/2017,63,49.1,44.2,47,46.2,38.6,42.6,35228.95,31042.24,0.772,0.772,0,12,16.1,25.9,63,7.75,0.042
1/13/2017,3,53,41.5,45.5,47.9,37,41.5,35305.91,29160.82,0,0,0,0,9.1,14.8,12,10.07,0.043
1/14/2017,1,53.4,41,47.7,48,35.8,43.5,35386,31590.9,0,0,0,0,10,19,1,11.29,0.057
1/15/2017,3,51.7,43.1,46.3,48.5,37.4,41.8,35469.07,28865.12,0,0,0,0,8.9,15.2,15,10.9,0.049
1/16/2017,2,52.5,41.3,45.6,47.4,35,39.5,35554.95,31639.1,0,0,0,0,11.4,19.2,19,11.19,0.057
1/17/2017,3,49.6,40.4,44.7,45.7,31.9,39.1,35643.51,26985.37,0,0,0,0,13.5,21,38,10.11,0.046
1/18/2017,63,53.6,47.5,50.9,45,39,43,35734.61,0,0.839,0.839,0,18,29.5,48.5,160,1.96,0.036
1/19/2017,63,52.6,48,50.6,47.9,42.5,45.5,35828.11,29432.66,0.512,0.512,0,15,15.7,27.1,210,8.95,0.049
1/20/2017,63,51.3,48.1,50,45.8,38.3,41.4,35923.86,31917.46,1.055,1.055,0,23,24.4,45.2,232,8.58,0.054
1/21/2017,63,54.4,48.4,51.1,48.8,38.8,43.7,36021.72,19567.34,0.882,0.882,0,17,23.7,37.6,205,7.16,0.064
1/22/2017,63,54.5,47.1,50.8,49.1,37.6,42.5,36121.57,20468.94,0.957,0.957,0,19,31.8,61.3,193,7.75,0.065
1/23/2017,61,50.3,44.1,47.4,45.2,38.5,41.4,36223.26,32006.25,0.209,0.209,0,13,14.1,25.3,218,9.81,0.057
1/24/2017,51,51.6,43.8,47.4,46.7,34.5,41,36326.66,29714.62,0.008,0.008,0,2,18.5,29.5,64,11.47,0.059
1/25/2017,2,51.5,43.3,48.1,46.5,38.8,44.1,36431.65,32447.41,0,0,0,0,11.4,19,248,11.53,0.051
1/26/2017,3,54,43.3,47.7,49.7,39,43.4,36538.09,32343.32,0,0,0,0,9.8,16.6,22,12.32,0.059
1/27/2017,1,55.4,41.6,47.5,51.4,36,42,36645.87,32400,0,0,0,0,11,18.1,33,12.92,0.072
1/28/2017,1,56.4,43.1,48.5,50.5,34.9,42.3,36754.84,32823,0,0,0,0,15.2,23.5,42,12.94,0.072
1/29/2017,1,56.9,42.9,49.2,51.5,36.8,42.9,36865.48,33169.88,0,0,0,0,13.3,22.4,29,12.99,0.077
1/30/2017,1,57,44.7,49.2,52.9,38.6,43.8,36978.71,32406.98,0,0,0,0,11.7,19.9,26,12.1,0.06
1/31/2017,2,55,42.7,48.1,51.5,37.8,43.7,37094.39,29249.63,0,0,0,0,9.6,16.1,32,12.11,0.055
2/1/2017,53,53.6,44.8,48.5,50.1,39,44.3,37212.36,3600,0.039,0.039,0,2,17.3,25.5,26,5.11,0.032
2/2/2017,63,59.2,49.7,54.5,54.2,43.1,49.3,37332.46,13748.16,0.484,0.484,0,16,15.9,32.9,143,6.38,0.047
2/3/2017,63,58,52.5,55.5,51.2,47.9,49.5,37454.52,32049.14,0.433,0.433,0,12,22.6,36,200,9.62,0.049
2/4/2017,53,57.7,48.8,53.6,52.9,46.2,50,37578.41,32152.76,0.083,0.083,0,7,14.4,23.7,191,9.73,0.047
2/5/2017,63,57.8,48.5,53.2,53.2,43.8,47.7,37703.96,22253.29,0.413,0.413,0,7,26.5,41.6,167,9.33,0.059
2/6/2017,61,58.7,54.2,55.8,52.5,47.1,50,37831.03,16335.66,0.406,0.406,0,14,23.3,38,195,6.98,0.048
2/7/2017,61,58.9,54.3,56.8,55.7,46.4,51.7,37959.46,7468.23,0.555,0.555,0,12,32.1,59.5,212,5.64,0.036
2/8/2017,61,60.6,56.1,58.4,58.6,53.1,55.8,38089.14,1168.85,0.272,0.272,0,14,16.5,26.8,179,4.06,0.023
2/9/2017,63,58.4,55.2,57,55.4,47.3,52.6,38219.89,0,1.161,1.161,0,16,25.8,40.9,183,1.38,0.019
2/10/2017,53,56.8,49.7,54.2,53.3,42.7,50.4,38351.61,25473.65,0.165,0.165,0,12,14.3,23.5,264,10.76,0.058
2/11/2017,51,58.9,46.7,51.8,54.9,40.2,46.6,38484.14,35079.76,0.004,0.004,0,1,12.6,19.7,315,14.71,0.089
2/12/2017,1,57.9,47.6,52.4,55.7,43,49.1,38617.36,35365.46,0,0,0,0,12.8,21.9,289,15.57,0.084
2/13/2017,3,60.5,47.7,51.7,56.4,45.6,49.1,38751.12,32068.1,0,0,0,0,8.3,19,345,11.58,0.065
2/14/2017,1,62.9,46.8,53.9,60.1,42.9,51.2,38885.32,35574.84,0,0,0,0,8.6,15.2,19,15.06,0.085
2/15/2017,51,60.2,50.2,54.9,59.3,48.3,52.5,39019.82,18654.8,0.012,0.012,0,1,14.1,22.1,181,8.36,0.057
2/16/2017,63,59,51.5,56.1,55.6,46.6,51.6,39154.5,35988.21,0.331,0.331,0,6,25.8,42.7,208,14.64,0.077
2/17/2017,63,56.6,51.1,54.5,50.7,42,48.3,39289.23,2784.51,1.421,1.421,0,21,33.6,55.9,113,3.64,0.039
2/18/2017,51,55.2,50,52.6,51.1,40.1,44.9,39424.5,29699.58,0.024,0.024,0,4,21.5,33.6,291,9.74,0.073
2/19/2017,61,55.3,49.8,52.6,49.3,40.8,45.3,39561.29,625.53,0.366,0.366,0,21,18.3,30.6,148,4.66,0.051
2/20/2017,65,57.9,54.3,56.1,52.9,44.6,49.3,39699.49,0,2.283,2.283,0,24,27.1,48.3,169,3.36,0.037
2/21/2017,61,55.5,50.6,53.2,51,43.9,46.9,39838.97,35041.55,0.35,0.35,0,17,27.3,45,248,12.73,0.073
2/22/2017,2,52.8,45.3,48.8,44.5,35.4,40.4,39979.61,36725.63,0,0,0,0,20.9,34,302,16.41,0.096
2/23/2017,0,51.4,42.4,46.7,45.5,34.6,38.6,40121.29,37000.55,0,0,0,0,16.3,27.7,313,17.7,0.11
2/24/2017,1,51.2,39.7,46,44,34.1,39.6,40263.88,37149,0,0,0,0,17,27.7,286,17.57,0.092
2/25/2017,51,52.1,44.7,48.1,49.1,38.6,43.3,40407.27,31603.59,0.035,0.035,0,7,11.7,17.4,313,14.12,0.078
2/26/2017,53,51.9,42.8,48.4,47.6,38.1,42.9,40551.34,37447.63,0.063,0.063,0,4,16.4,27.3,270,17.3,0.085
2/27/2017,53,51.9,42.6,47.6,45.6,37.4,41,40695.97,37597.54,0.039,0.039,0,3,18.5,30.6,292,18.2,0.094
2/28/2017,1,53.9,42.8,48.6,49.5,35.6,42.4,40841.06,37747.71,0,0,0,0,16.6,27.1,306,17.97,0.1
3/1/2017,0,55.2,42.4,49.7,52.2,37.9,46,40986.48,37898,0,0,0,0,13.9,23,295,18.55,0.091
3/2/2017,0,62.4,46.2,52.9,59.7,43.1,49.8,41132.12,38048.31,0,0,0,0,11.3,23.7,343,19,0.102
3/3/2017,1,55.8,47.5,51.1,51.2,43.9,47.6,41277.89,38042.4,0,0,0,0,14.3,22.8,264,15.32,0.075
3/4/2017,63,56.2,50.5,53,49.7,42,46.4,41423.66,35491.82,0.508,0.508,0,14,21.6,35.1,227,13.14,0.072
3/5/2017,63,49.9,45.1,47.3,39.4,32.8,36,41569.34,38498.2,0.543,0.543,0,15,24.4,41.4,277,16.78,0.1
3/6/2017,53,52.9,46.5,49.8,49.6,37.6,43.9,41714.82,37834.11,0.071,0.071,0,9,15.5,25.9,228,14.69,0.09
3/7/2017,2,57.2,44.3,50.6,52.8,40.6,47.4,41859.98,38641.73,0,0,0,0,9.4,17.9,343,16.07,0.084
3/8/2017,1,60.8,45.8,53.2,59.1,42.2,50.9,42004.72,38701.71,0,0,0,0,9.1,17.4,304,19.3,0.099
3/9/2017,3,61.3,48.7,54.3,59.4,46.6,52.6,42148.94,35452.65,0,0,0,0,12.5,21.5,240,16.54,0.077
3/10/2017,3,65.3,50.9,55.4,65.1,49.8,54.3,42293.08,36178.18,0,0,0,0,11.6,19.2,240,16.38,0.087
3/11/2017,1,63.6,50.6,55.6,60.4,48.1,53.3,42438.06,38965.25,0,0,0,0,13.9,23.9,253,18.43,0.102
3/12/2017,3,63.7,48.1,54.2,61.8,45.6,52.7,42583.79,38937.62,0,0,0,0,11.2,18.1,228,20.19,0.102
3/13/2017,0,72.5,47.8,58.9,70.1,44.6,57,42730.18,39272.46,0,0,0,0,10.1,17.4,19,21.07,0.138
3/14/2017,1,70.5,50.2,58.3,74.3,47.8,57.3,42877.13,39347.88,0,0,0,0,13.9,23,291,20.7,0.12
3/15/2017,3,58.3,52.5,54.5,56.6,47.8,50.8,43024.55,34446.4,0,0,0,0,18.1,31.1,250,15.06,0.067
3/16/2017,3,59.9,51.8,56.5,58,48.2,54.2,43172.34,31968.07,0,0,0,0,14.7,25.1,256,17.4,0.091
3/17/2017,1,68.3,50.4,57,67.6,46.8,55.1,43320.41,39894.35,0,0,0,0,11.9,25.3,249,20.74,0.127
3/18/2017,51,60.5,53.8,56.4,59.3,50.2,54,43468.65,23098.33,0.008,0.008,0,1,11,19.7,240,11.74,0.071
3/19/2017,3,58.8,54.4,56.1,58.6,51.7,55.1,43616.99,20093.13,0,0,0,0,12.2,20.6,233,10.36,0.059
3/20/2017,63,60.4,53.6,57.1,57.7,47.7,53,43765.32,6245.63,0.921,0.921,0,12,17.1,32.2,156,6.33,0.057
3/21/2017,61,60.6,54.9,57.9,54.1,49.1,52.5,43913.54,38812.93,0.358,0.358,0,17,22.4,35.6,201,18.62,0.094
3/22/2017,61,55.6,50.5,53.5,49.6,41.8,46.3,44061.57,40490.49,0.291,0.291,0,7,22.2,35.3,275,19.27,0.105
3/23/2017,3,55,48.8,52.4,50.1,42.3,47,44209.3,36542.35,0,0,0,0,16.3,27.5,265,18.7,0.102
3/24/2017,63,56.6,53,54.9,54.7,43.1,49.2,44356.65,2522.74,0.524,0.524,0,11,22.9,36.7,162,5.49,0.056
3/25/2017,2,57.1,51.6,54.4,53.7,46.6,50.1,44503.52,41389.64,0,0,0,0,18.6,30.6,283,22.54,0.108
3/26/2017,53,59.7,51.6,54.7,55.2,46,49.7,44649.8,12163.42,0.059,0.059,0,6,18.3,29.8,230,10.21,0.076
3/27/2017,3,58.7,50.7,54.5,52.9,45,47.9,44795.4,41570.79,0,0,0,0,23,36.7,303,21.07,0.12
3/28/2017,1,67.3,48,57.5,63.4,43.8,53,44940.23,41660.21,0,0,0,0,16.1,27.5,312,23.19,0.152
3/29/2017,1,64.1,52.5,57.7,62.5,48.9,54.4,45084.18,41748.72,0,0,0,0,17.7,30.2,264,22.71,0.125
3/30/2017,3,61.2,52.4,56.1,55.6,44.1,48.3,45227.66,41838.2,0,0,0,0,24.8,40,302,24.18,0.142
3/31/2017,0,69.8,52.2,59.3,63.9,42.4,52,45371.52,41962.28,0,0,0,0,18.2,30,336,24.53,0.203
4/1/2017,1,66.7,52.1,58.2,67.8,48,54.9,45515.7,42050.84,0,0,0,0,15.3,28.2,270,23.89,0.147
4/2/2017,3,65.1,52.8,57.7,63.3,51.8,56.6,45660.09,38223.81,0,0,0,0,18.1,29.8,245,22.46,0.114
4/3/2017,1,61.7,48.5,55.1,56.7,43.7,50.9,45804.62,42330.62,0,0,0,0,17.1,28.9,268,25.16,0.139
4/4/2017,3,58.8,48.9,54.4,57.6,45.3,51.1,45949.2,38742.66,0,0,0,0,14,24.2,242,21.81,0.116
4/5/2017,3,60.7,51,55.8,56.3,47.2,52.4,46093.72,32262.3,0,0,0,0,11.1,20.1,247,16.32,0.108
4/6/2017,63,62.7,51.8,56.5,56,37.7,49.1,46238.1,16488.67,0.673,0.673,0,16,31.3,63.3,166,10.66,0.114
4/7/2017,63,59.2,49.5,56.1,53.4,42.1,49.8,46382.25,28061.69,0.563,0.563,0,14,22.9,44.3,210,13.08,0.085
4/8/2017,61,52.5,47.1,50,45.4,40.5,42.9,46526.06,43003.52,0.181,0.181,0,7,20.4,33.6,273,21.45,0.101
4/9/2017,3,54.2,44.5,49.7,50.5,40.3,45.1,46669.45,42951.71,0,0,0,0,16.1,28.9,278,25.54,0.122
4/10/2017,3,58.1,47.5,53.3,57.2,43.7,50,46812.32,40578.63,0,0,0,0,13,24.2,237,23.71,0.122
4/11/2017,55,60.6,51.9,56.7,57,48.7,52.5,46954.56,11061.47,0.102,0.102,0,7,17.5,29.8,185,9.74,0.075
4/12/2017,61,59.6,55.2,57,54.6,48,51.8,47096.07,25612.35,0.189,0.189,0,10,21.2,33.1,203,16.06,0.095
4/13/2017,61,56,49.5,53.4,50.4,41.5,46.1,47236.77,41259.2,0.185,0.185,0,6,23.3,37.6,266,22.65,0.116
4/14/2017,0,57.9,47.2,52.3,56.2,40.7,46.2,47376.52,43927.63,0,0,0,0,20.9,33.3,308,26.51,0.151
4/15/2017,3,59.4,48,54.1,56.4,44.1,51,47515.25,43444.5,0,0,0,0,14.1,23.7,281,24.48,0.133
4/16/2017,63,58.4,52.6,55.3,52.4,47.1,50.4,47652.82,7411.52,0.268,0.268,0,8,17.3,28.4,174,8.98,0.071
4/17/2017,53,58.4,55.2,56.4,56.7,51.8,54.3,47789.14,2701.73,0.26,0.26,0,13,12.1,21,222,8.93,0.059
4/18/2017,51,58.8,52,55.8,59.9,49.7,53.5,47924.09,28430.85,0.039,0.039,0,6,13.5,24.2,258,18.89,0.096
4/19/2017,53,60.6,51,56.1,57.6,49,53.6,48058.06,43025.09,0.059,0.059,0,4,14,23.3,234,23.52,0.115
4/20/2017,51,60.6,52.9,57.1,60.5,51.2,54.1,48191.86,44608.3,0.008,0.008,0,1,17.9,29.3,284,27.08,0.143
4/21/2017,1,64.9,50.6,57.7,66.7,48.2,55.2,48325.42,44707.28,0,0,0,0,16.1,27.1,275,27.11,0.159
4/22/2017,3,59.2,52.9,56.3,55.5,48.6,51.9,48458.65,24874.85,0,0,0,0,15.3,25.7,263,15.85,0.094
4/23/2017,2,59.3,52.3,55.7,53.4,44.7,48.7,48591.43,44812.22,0,0,0,0,24.1,38.5,279,26.67,0.134
4/24/2017,51,58,53.2,55.5,52.2,45,49,48723.68,32565.66,0.008,0.008,0,2,22.2,34,274,14.01,0.087
4/25/2017,3,60.3,51.1,56.1,56.6,46.8,51.1,48855.29,39600,0,0,0,0,22.2,35.8,277,25.06,0.126
4/26/2017,51,58.2,54.1,56.5,53.7,48.2,51.8,48986.15,2516.42,0.012,0.012,0,2,19.6,32.2,265,8.94,0.045
4/27/2017,1,64,52.1,56.9,62.5,46.2,52.4,49116.16,45342.7,0,0,0,0,21.8,37.4,292,26.29,0.158
4/28/2017,1,64.6,49.8,58.5,61.2,45.9,54,49245.19,45568.46,0,0,0,0,18.3,30,306,28.38,0.179
4/29/2017,0,70.9,54.2,61,68.2,49.7,56.3,49373.16,45722.27,0,0,0,0,17.4,29.3,309,28.58,0.203
4/30/2017,0,65.1,52,58.8,63.9,49.2,57.4,49499.93,45881.87,0,0,0,0,15.4,25.9,252,27.93,0.15
5/1/2017,1,73.5,53.7,62.5,71.2,53.4,61.8,49625.39,45952.48,0,0,0,0,17.9,29.3,262,27.95,0.172
5/2/2017,1,75.6,55.2,64.1,73.7,55,63.4,49749.43,46118.79,0,0,0,0,15.1,25.7,236,27.72,0.169
5/3/2017,3,67.5,54.5,60.6,70.5,51.4,60.4,49871.91,46289.8,0,0,0,0,16.2,28.2,241,27.48,0.147
5/4/2017,3,57.9,52.5,54.9,54.5,46.6,50.4,49992.73,45025.33,0,0,0,0,19,32.4,251,24.35,0.099
5/5/2017,3,63.2,52.1,56.4,59,41.2,49,50111.75,45434.46,0,0,0,0,24.3,38.9,277,27.9,0.153
5/6/2017,3,60.6,49.9,55.3,55.8,40.8,49.2,50228.85,46995.27,0,0,0,0,20.4,33.1,288,26.28,0.157
5/7/2017,51,63,50.7,56.4,57.6,47.4,52,50343.88,44970.65,0.004,0.004,0,1,19.5,30.9,252,28.24,0.163
5/8/2017,1,58.7,51.7,55,55.8,46.5,51,50456.73,47202.37,0,0,0,0,16.4,28.6,225,28.63,0.136
5/9/2017,1,61,51.4,56.1,60.4,45.9,52.3,50567.72,46921.56,0,0,0,0,18.3,31.5,219,28.67,0.143
5/10/2017,3,56.8,51.8,54.3,50.3,43.3,47.3,50677.6,47102.83,0,0,0,0,20.4,34.2,239,22.54,0.109
5/11/2017,3,60.1,52.7,55.9,57.5,47.7,51.4,50786.29,45945.3,0,0,0,0,16.7,28.4,258,24.82,0.131
5/12/2017,0,58.8,51.3,54.7,51,42.3,46.9,50893.68,47617.95,0,0,0,0,26.8,46.8,284,29.79,0.16
5/13/2017,0,60.5,49.6,54.5,56.9,43,47.4,50999.67,47716.8,0,0,0,0,25.2,40.9,294,29.87,0.171
5/14/2017,1,60.1,48.9,54.1,54.7,45.3,49.8,51104.17,47814.13,0,0,0,0,19.7,32.9,274,29.11,0.151
5/15/2017,2,61.8,49.2,54.8,57.6,44.8,49.7,51207.05,47909.86,0,0,0,0,24.6,40.9,272,29.31,0.155
5/16/2017,3,57.9,50.9,54.3,48.9,43.8,46.1,51308.23,45394.04,0,0,0,0,23.3,38.7,265,20.25,0.102
5/17/2017,0,61.6,50.9,55.8,55.8,47,51.2,51407.59,48096.11,0,0,0,0,20.2,33.8,271,29.98,0.164
5/18/2017,0,64.7,50.7,57.4,58.5,48,54.1,51505.01,48186.44,0,0,0,0,19.4,32.9,244,29.79,0.166
5/19/2017,0,66.8,51.1,59.3,64.2,49.7,56.7,51600.39,48274.77,0,0,0,0,16.7,28.9,238,29.79,0.179
5/20/2017,2,63.1,52.5,56.8,60.5,49,54.1,51693.6,48361,0,0,0,0,15.7,27.7,239,28.54,0.145
5/21/2017,1,64.7,52.2,56.9,60.6,49.9,53.7,51784.54,48445.05,0,0,0,0,16,26.8,236,29.44,0.147
5/22/2017,3,57,51.9,54.6,55,48,51.1,51873.09,46401.76,0,0,0,0,17.1,29.8,248,27.5,0.117
5/23/2017,3,57.8,51.8,55.2,55.4,46.2,50.9,51959.12,43031.03,0,0,0,0,19,32.4,252,26.9,0.116
5/24/2017,3,58.6,51.1,54.8,52.6,44.9,48.2,52042.52,39839.2,0,0,0,0,21.3,35.3,233,22.52,0.111
5/25/2017,3,60.7,54.8,57.2,54.9,48.3,51.1,52123.18,39385.96,0,0,0,0,19.2,32.7,210,23.7,0.138
5/26/2017,51,59.2,53.7,56.2,55.4,50.3,51.9,52200.96,36898.42,0.012,0.012,0,3,16.3,27.1,237,20.81,0.117
5/27/2017,3,59.1,53.5,55.8,56,48.7,51.6,52275.74,48508.18,0,0,0,0,17,29.1,253,28.84,0.137
5/28/2017,3,59.5,53,55.5,55,45.5,49.6,52347.41,46778.67,0,0,0,0,21.8,36.5,259,27.21,0.121
5/29/2017,3,60.2,53,55.4,53.4,46.5,48.7,52416.16,43857.55,0,0,0,0,23.9,38.7,261,27.37,0.124
5/30/2017,51,58.8,52.5,55.3,53.2,44,47.5,52482.49,40232.03,0.012,0.012,0,1,24.9,40,262,22.6,0.115
5/31/2017,3,61.5,54.4,57.5,56.6,47.7,51.8,52546.36,47630.36,0,0,0,0,21.3,35.3,258,28.87,0.14
6/1/2017,3,61.8,54.4,57.4,57.3,50.2,52.9,52607.7,43840.69,0,0,0,0,20.8,35.1,255,26.67,0.118
6/2/2017,1,68.2,54.1,59.5,67.1,51.4,56.9,52666.44,49256.51,0,0,0,0,19.3,33.8,247,30.35,0.18
6/3/2017,2,63.4,54.6,57.5,58.9,49.7,53.3,52722.53,43132.67,0,0,0,0,19.4,33.3,246,26.83,0.143
6/4/2017,0,65.1,54.3,58.8,60.2,47.9,53.5,52775.9,49356.79,0,0,0,0,22.6,37.4,265,31.05,0.182
6/5/2017,1,66.6,52.9,58.4,61.3,49.1,54.7,52826.5,49401.5,0,0,0,0,19.6,33.1,230,30.75,0.175
6/6/2017,3,63.3,54.4,57.1,60.1,46.2,52.7,52874.25,48523.86,0,0,0,0,21.6,35.8,237,30.03,0.154
6/7/2017,3,59.3,52.9,56.1,53.6,46.7,50.5,52919.09,36701.98,0,0,0,0,19,32.2,243,21.56,0.107
6/8/2017,53,65.6,56.8,60.6,63,52.3,58,52960.98,12089.57,0.094,0.094,0,11,14.8,25.1,200,11.46,0.087
